BDGNBR,n
199470,1
199475,2
199511,8
199520,19
199525,16
199526,21
199536,18
199538,18
199541,12
199553,9
199560,2
199561,19
199562,43
199564,33
199565,5
199566,4
199567,4
199568,2
199569,5
199570,6
199571,2
199572,3
199573,6
199574,2
199575,7
199576,4
199577,4
199578,11
199579,3
199580,6
199581,4
199582,4
199583,4
199584,3
199585,4
199586,3
199587,3
199588,6
199589,4
199590,4
199591,4
199592,4
199593,2
199594,5
199595,3
199596,4
199597,12
199618,8
199625,3
199629,42
199632,37
199639,4
199640,1
199641,18
199642,13
199643,8
199644,3
199645,4
199646,3
199647,9
199648,7
199662,5
199668,24
199676,2
199677,10
199679,13
199680,11
199695,1
199703,12
199706,32
199708,19
199709,13
199719,45
199720,41
199721,27
199722,11
199723,19
199724,42
199725,20
199726,44
199727,10
199728,24
199729,45
199730,48
199731,24
199732,47
199733,5
199734,45
199735,45
199736,45
199737,35
199738,16
199739,35
199740,11
199741,33
199742,46
199743,6
199744,36
199745,22
199746,19
199747,5
199748,15
199749,28
199750,29
199751,15
199752,26
199753,38
199754,12
199755,16
199756,46
199757,14
199758,20
199759,43
199760,44
199761,20
199791,8
199792,49
199793,40
199794,12
199795,43
199796,9
199820,5
199821,1
199832,2
199852,5
199885,1
199951,11
199962,4
200006,2
200007,1
200008,1
200009,2
200010,1
200011,2
200012,2
200013,1
200014,1
200015,1
200016,1
200017,1
200018,1
200019,1
200020,2
200039,1
200041,1
200104,1
200143,6
200144,7
200145,6
200154,4
200184,8
200185,7
200196,9
200217,2
200220,1
200228,2
200233,2
200252,1
200253,2
200254,6
200256,4
200257,2
200260,2
200261,2
200264,16
200265,21
200268,1
200276,14
200279,4
200280,7
200281,4
200282,6
200284,3
200287,18
200321,1
200323,1
200330,3
200371,1
200383,7
200391,9
200392,9
200393,17
200394,4
200405,14
200406,2
200477,11
200478,2
200479,3
200522,1
200527,7
200528,4
200530,3
200570,3
200576,1
200591,1
200609,1
200610,2
200621,2
200622,3
200623,6
200624,5
200625,1
200626,1
200628,4
200629,6
200630,4
200645,11
200672,2
200673,10
200699,1
200744,5
200749,1
200751,1
200752,6
200754,5
200765,8
200770,5
200771,8
200772,7
200835,1
200846,7
200847,4
200848,5
200851,4
200852,5
200853,2
200861,4
200884,3
200901,7
200902,4
200903,7
200910,1
200912,3
200913,1
200914,1
200915,2
200917,1
200918,1
200919,1
200922,4
200925,1
200926,1
200927,4
200928,2
200929,3
200930,3
200931,2
200940,8
200964,5
200972,26
200973,33
200975,37
200976,10
200977,27
200979,16
200980,32
200981,31
200982,19
200983,2
200985,27
200987,24
200988,14
200989,12
200990,32
200991,17
200992,26
200993,34
200996,34
200997,26
200998,26
200999,30
201000,7
201001,21
201002,31
201003,14
201004,31
201005,34
201006,22
201007,27
201008,30
201009,31
201010,10
201011,27
201012,40
201013,18
201014,21
201015,5
201016,32
201018,33
201019,18
201020,39
201023,32
201031,23
201032,35
201033,9
201034,30
201035,28
201036,22
201037,37
201038,20
201039,34
201040,29
201041,33
201042,6
201043,26
201044,32
201045,23
201046,16
201048,30
201056,36
201057,26
201058,19
201059,26
201060,28
201061,23
201062,8
201063,29
201064,14
201065,34
201066,45
201067,31
201068,30
201069,24
201070,36
201071,21
201072,18
201073,19
201088,24
201089,17
201090,26
201091,34
201092,27
201093,32
201094,32
201095,2
201096,32
201097,36
201098,25
201099,29
201100,16
201101,30
201102,9
201103,4
201104,21
201105,33
201114,26
201116,25
201117,31
201118,36
201120,18
201121,36
201122,29
201123,6
201124,28
201125,8
201130,24
201131,23
201132,17
201133,27
201134,24
201135,20
201136,12
201137,27
201138,4
201139,9
201140,13
201141,31
201142,30
201143,14
201144,32
201145,25
201146,31
201147,32
201148,18
201149,26
201150,21
201151,34
201152,25
201153,25
201154,26
201155,8
201156,10
201158,1
201159,2
201160,12
201161,2
201162,2
201163,2
201164,24
201165,18
201166,7
201167,13
201168,5
201169,30
201170,31
201171,29
201175,25
201179,30
201181,36
201188,31
201189,33
201191,31
201194,15
201195,7
201203,7
201204,3
201205,5
201206,6
201207,9
201208,6
201222,20
201231,9
201237,28
201246,7
201252,8
201253,31
201254,30
201255,29
201256,19
201257,25
201259,11
201260,27
201261,17
201262,32
201264,3
201266,7
201270,12
201274,4
201281,1
201282,5
201285,9
201287,5
201288,4
201289,11
201290,2
201291,4
201299,4
201325,28
201326,14
201327,32
201328,34
201329,25
201330,24
201332,22
201333,33
201334,13
201335,27
201336,33
201337,28
201338,8
201357,8
201382,33
201383,12
201384,23
201385,27
201386,25
201387,28
201388,5
201389,2
201390,23
201391,32
201392,10
201393,3
201394,13
201395,26
201396,37
201397,1
201398,28
201399,30
201400,33
201401,12
201402,1
201404,2
201405,12
201406,2
201422,22
201434,30
201435,19
201445,6
201451,5
201452,2
201455,15
201465,5
201526,4
201527,4
201528,2
201529,10
201530,5
201531,6
201532,3
201533,1
201534,2
201535,12
201536,7
201537,6
201538,2
201539,7
201540,2
201541,10
201557,12
201558,7
201559,8
201560,1
201585,3
201597,6
201603,1
201646,25
201647,21
201838,25
201841,2
201913,11
201966,2
201971,2
202026,13
202027,2
202028,2
202029,9
202116,1
202118,1
202119,1
202124,1
202126,2
202127,1
202128,2
202133,3
202134,1
202135,1
202136,1
202137,1
202139,1
202140,1
202141,1
202142,1
202143,1
202144,1
202145,1
202146,1
202147,1
202148,1
202149,1
202150,1
202152,1
202153,2
202154,1
202176,3
202177,2
202178,7
202179,13
202180,5
202181,9
202182,4
202183,2
202184,4
202185,3
202186,5
202187,5
202188,5
202189,11
202190,8
202191,3
202192,2
202193,2
202194,5
202195,8
202196,4
202197,3
202198,6
202199,9
202200,3
202201,8
202202,4
202203,4
202204,6
202205,5
202206,9
202207,2
202208,6
202209,9
202210,7
202211,2
202212,8
202213,6
202214,4
202224,5
202226,2
202227,9
202228,2
202229,7
202230,9
202233,3
202236,2
202237,2
202238,1
202242,1
202243,5
202244,1
202247,9
202250,6
202251,4
202252,7
202253,4
202254,4
202255,2
202263,8
202264,4
202265,3
202266,5
202267,10
202268,8
202273,7
202275,6
202276,4
202280,8
202298,1
202299,6
202339,1
202340,1
202434,3
NA,217295
