"APPT_END_DATE","Count"
"2011-08-02 23:59:00",3307
"2014-11-07 23:59:00",3305
"2016-09-13 23:59:00",3304
"2012-06-21 23:59:00",3303
"2012-05-15 23:59:00",3300
"2012-04-19 23:59:00",3298
"2011-11-09 23:59:00",3297
"2016-09-02 23:59:00",3293
"2016-05-10 23:59:00",3293
"2011-03-16 23:59:00",3291
"2014-08-07 23:59:00",3289
"2010-03-06 23:59:00",3279
"2010-10-05 23:59:00",3277
"2012-04-10 23:59:00",3276
"2015-07-16 23:59:00",3275
"2010-08-10 23:59:00",3272
"2012-03-29 23:59:00",3269
"2010-11-20 23:59:00",3269
"2010-09-16 23:59:00",3267
"2014-05-22 23:59:00",3266
"2011-03-31 23:59:00",3265
"2016-05-04 23:59:00",3264
"2010-06-24 23:59:00",3261
"2013-02-20 23:59:00",3255
"2011-04-14 23:59:00",3247
"2010-03-12 23:59:00",3242
"2009-11-19 23:59:00",3242
"2012-02-24 23:59:00",3241
"2011-11-22 23:59:00",3239
"2011-07-05 23:59:00",3238
"2014-10-16 23:59:00",3234
"2015-02-14 23:59:00",3233
"2016-07-05 23:59:00",3231
"2014-07-15 23:59:00",3229
"2011-09-20 23:59:00",3228
"2011-07-21 23:59:00",3226
"2015-05-28 23:59:00",3225
"2016-03-23 23:59:00",3224
"2010-05-06 23:59:00",3223
"2015-06-11 23:59:00",3222
"2014-02-15 23:59:00",3222
"2012-03-08 23:59:00",3221
"2015-05-29 23:59:00",3220
"2012-09-20 23:59:00",3217
"2011-05-10 23:59:00",3216
"2010-10-13 23:59:00",3215
"2013-02-14 23:59:00",3214
"2015-06-17 23:59:00",3209
"2014-02-28 23:59:00",3209
"2010-10-12 23:59:00",3200
"2015-07-07 23:59:00",3199
"2010-04-29 23:59:00",3198
"2009-12-10 23:59:00",3195
"2010-02-19 23:59:00",3194
"2016-09-20 23:59:00",3192
"2012-08-07 23:59:00",3192
"2010-05-18 23:59:00",3191
"2014-09-24 23:59:00",3188
"2010-09-18 23:59:00",3188
"2012-11-15 23:59:00",3187
"2011-06-29 23:59:00",3186
"2010-02-26 23:59:00",3185
"2014-07-01 23:59:00",3181
"2011-10-12 23:59:00",3178
"2015-10-16 23:59:00",3171
"2013-01-05 23:59:00",3171
"2010-06-02 23:59:00",3169
"2011-11-23 23:59:00",3167
"2016-03-01 23:59:00",3162
"2010-11-13 23:59:00",3158
"2014-10-07 23:59:00",3156
"2009-12-03 23:59:00",3155
"2016-03-09 23:59:00",3152
"2016-09-07 23:59:00",3148
"2012-11-09 23:59:00",3148
"2010-07-29 23:59:00",3145
"2016-01-21 23:59:00",3144
"2011-08-09 23:59:00",3143
"2011-03-04 23:59:00",3142
"2010-05-04 23:59:00",3141
"2011-06-09 23:59:00",3140
"2011-04-27 23:59:00",3139
"2016-03-03 23:59:00",3138
"2011-02-26 23:59:00",3137
"2009-10-03 23:59:00",3137
"2012-08-24 23:59:00",3133
"2012-05-29 23:59:00",3127
"2009-10-06 23:59:00",3126
"2015-05-13 23:59:00",3124
"2015-09-29 23:59:00",3119
"2010-10-26 23:59:00",3114
"2015-05-26 23:59:00",3113
"2012-10-04 23:59:00",3110
"2015-04-02 23:59:00",3109
"2014-11-12 23:59:00",3109
"2010-04-20 23:59:00",3109
"2011-04-26 23:59:00",3108
"2015-09-23 23:59:00",3104
"2012-03-03 23:59:00",3103
"2015-10-20 23:59:00",3102
"2010-06-01 23:59:00",3102
"2012-05-17 23:59:00",3093
"2016-09-29 23:59:00",3091
"2012-03-28 23:59:00",3091
"2014-10-14 23:59:00",3090
"2010-05-20 23:59:00",3088
"2015-11-17 23:59:00",3087
"2016-08-24 23:59:00",3086
"2010-10-14 23:59:00",3085
"2015-06-09 23:59:00",3083
"2014-06-05 23:59:00",3079
"2014-10-15 23:59:00",3076
"2015-03-12 23:59:00",3071
"2015-05-21 23:59:00",3070
"2012-05-03 23:59:00",3068
"2010-10-27 23:59:00",3068
"2016-07-15 23:59:00",3063
"2013-03-01 23:59:00",3060
"2010-05-26 23:59:00",3060
"2011-07-06 23:59:00",3058
"2015-11-19 23:59:00",3054
"2010-05-05 23:59:00",3054
"2011-06-02 23:59:00",3050
"2013-11-23 23:59:00",3048
"2015-02-13 23:59:00",3045
"2014-03-20 23:59:00",3042
"2009-10-13 23:59:00",3039
"2015-10-29 23:59:00",3038
"2015-11-24 23:59:00",3035
"2009-10-14 23:59:00",3035
"2012-07-03 23:59:00",3033
"2011-11-08 23:59:00",3033
"2010-06-10 23:59:00",3033
"2010-06-30 23:59:00",3032
"2012-04-25 23:59:00",3028
"2011-05-31 23:59:00",3027
"2014-10-09 23:59:00",3026
"2012-06-14 23:59:00",3026
"2013-02-27 23:59:00",3023
"2014-05-15 23:59:00",3021
"2014-03-12 23:59:00",3017
"2014-10-28 23:59:00",3016
"2013-11-09 23:59:00",3016
"2012-09-08 23:59:00",3016
"2015-09-04 23:59:00",3013
"2014-09-05 23:59:00",3013
"2014-05-21 23:59:00",3011
"2013-02-26 23:59:00",3011
"2010-09-24 23:59:00",3006
"2015-01-10 23:59:00",3005
"2015-04-01 23:59:00",3002
"2013-12-16 23:59:00",3002
"2010-10-28 23:59:00",3000
"2012-12-17 23:59:00",2999
"2010-07-06 23:59:00",2994
"2015-05-27 23:59:00",2990
"2015-03-26 23:59:00",2985
"2015-02-19 23:59:00",2984
"2015-02-28 23:59:00",2979
"2014-09-17 23:59:00",2979
"2010-02-20 23:59:00",2978
"2014-10-02 23:59:00",2977
"2011-08-11 23:59:00",2977
"2011-05-03 23:59:00",2976
"2013-03-09 23:59:00",2975
"2011-08-24 23:59:00",2974
"2014-10-22 23:59:00",2973
"2010-08-05 23:59:00",2971
"2014-10-23 23:59:00",2970
"2014-03-01 23:59:00",2968
"2011-10-19 23:59:00",2967
"2011-05-20 23:59:00",2967
"2010-07-15 23:59:00",2965
"2012-03-06 23:59:00",2964
"2011-08-16 23:59:00",2962
"2012-05-31 23:59:00",2958
"2011-09-14 23:59:00",2958
"2014-06-20 23:59:00",2955
"2011-09-07 23:59:00",2955
"2011-09-22 23:59:00",2943
"2011-08-10 23:59:00",2943
"2013-03-05 23:59:00",2931
"2010-01-22 23:59:00",2931
"2009-09-26 23:59:00",2929
"2016-09-06 23:59:00",2923
"2012-05-02 23:59:00",2923
"2011-03-24 23:59:00",2921
"2011-01-19 23:59:00",2916
"2014-05-14 23:59:00",2915
"2010-09-04 23:59:00",2914
"2016-02-18 23:59:00",2904
"2016-01-15 23:59:00",2904
"2009-10-08 23:59:00",2903
"2014-10-29 23:59:00",2899
"2010-09-25 23:59:00",2899
"2010-05-11 23:59:00",2898
"2010-11-24 23:59:00",2893
"2009-10-20 23:59:00",2890
"2014-04-19 23:59:00",2889
"2012-08-31 23:59:00",2885
"2011-09-24 23:59:00",2883
"2010-05-27 23:59:00",2882
"2014-10-31 23:59:00",2876
"2011-09-27 23:59:00",2873
"2014-04-11 23:59:00",2872
"2012-02-25 23:59:00",2872
"2012-09-18 23:59:00",2871
"2011-10-26 23:59:00",2871
"2011-08-20 23:59:00",2871
"2010-09-14 23:59:00",2868
"2014-11-25 23:59:00",2866
"2014-02-18 23:59:00",2862
"2011-01-04 23:59:00",2861
"2010-11-04 23:59:00",2859
"2015-04-03 23:59:00",2847
"2011-09-13 23:59:00",2847
"2012-11-03 23:59:00",2844
"2009-09-29 23:59:00",2844
"2010-08-11 23:59:00",2843
"2015-04-04 23:59:00",2840
"2009-12-09 19:30:00",2838
"2009-10-15 23:59:00",2836
"2012-02-10 23:59:00",2835
"2010-11-18 23:59:00",2832
"2014-09-09 23:59:00",2831
"2016-01-16 23:59:00",2823
"2014-10-21 23:59:00",2823
"2011-01-20 23:59:00",2823
"2014-05-07 23:59:00",2822
"2012-09-29 23:59:00",2814
"2016-08-30 23:59:00",2813
"2011-10-25 23:59:00",2811
"2012-09-27 23:59:00",2802
"2014-08-27 23:59:00",2799
"2010-07-03 23:59:00",2799
"2012-07-05 23:59:00",2787
"2015-01-06 23:59:00",2786
"2011-03-02 23:59:00",2784
"2010-09-21 23:59:00",2782
"2014-08-14 23:59:00",2779
"2012-08-23 23:59:00",2777
"2013-02-21 23:59:00",2776
"2013-11-05 23:59:00",2770
"2010-04-13 23:59:00",2766
"2012-10-11 23:59:00",2761
"2015-10-30 23:59:00",2760
"2014-06-03 23:59:00",2757
"2010-02-25 23:59:00",2757
"2013-03-20 23:59:00",2755
"2015-02-18 23:59:00",2752
"2011-11-15 23:59:00",2751
"2015-05-06 23:59:00",2746
"2012-07-13 23:59:00",2746
"2013-01-04 23:59:00",2744
"2012-10-09 23:59:00",2740
"2010-11-10 23:59:00",2735
"2014-08-19 23:59:00",2733
"2012-08-21 23:59:00",2731
"2010-08-12 23:59:00",2730
"2009-10-29 23:59:00",2727
"2012-07-12 23:59:00",2726
"2015-11-04 23:59:00",2724
"2013-03-14 23:59:00",2724
"2010-03-10 23:59:00",2723
"2014-11-13 23:59:00",2722
"2016-01-30 23:59:00",2716
"2014-01-03 23:59:00",2712
"2015-04-11 23:59:00",2711
"2015-11-05 23:59:00",2703
"2011-01-08 23:59:00",2698
"2010-03-05 23:59:00",2697
"2013-03-19 23:59:00",2687
"2012-04-04 23:59:00",2687
"2014-07-03 23:59:00",2686
"2011-02-05 23:59:00",2685
"2013-02-12 23:59:00",2684
"2015-11-03 23:59:00",2683
"2015-02-12 23:59:00",2682
"2014-08-13 23:59:00",2681
"2013-02-28 23:59:00",2679
"2012-11-21 23:59:00",2678
"2014-09-23 23:59:00",2676
"2014-01-09 23:59:00",2673
"2010-10-31 20:30:00",2670
"2014-09-02 23:59:00",2668
"2011-04-12 23:59:00",2666
"2011-03-01 23:59:00",2661
"2011-09-15 23:59:00",2657
"2014-01-24 23:59:00",2654
"2011-09-02 23:59:00",2652
"2009-10-21 23:59:00",2652
"2010-03-11 23:59:00",2647
"2011-09-29 23:59:00",2646
"2016-09-08 23:59:00",2645
"2012-02-03 23:59:00",2644
"2012-02-23 23:59:00",2641
"2010-02-06 23:59:00",2641
"2015-03-04 23:59:00",2640
"2014-08-26 23:59:00",2640
"2009-09-24 23:59:00",2633
"2012-10-18 23:59:00",2622
"2015-02-10 23:59:00",2620
"2012-10-17 23:59:00",2620
"2016-05-05 23:59:00",2619
"2009-12-02 23:59:00",2611
"2011-08-30 23:59:00",2604
"2014-02-26 23:59:00",2603
"2014-01-04 23:59:00",2600
"2012-08-16 23:59:00",2599
"2016-01-12 23:59:00",2598
"2010-04-15 23:59:00",2597
"2010-11-17 23:59:00",2594
"2010-02-18 23:59:00",2592
"2010-05-12 23:59:00",2589
"2016-03-15 23:59:00",2584
"2011-02-15 23:59:00",2584
"2014-06-11 23:59:00",2583
"2011-11-03 23:59:00",2583
"2010-09-10 23:59:00",2583
"2014-10-30 23:59:00",2571
"2016-01-29 23:59:00",2569
"2014-02-04 23:59:00",2569
"2012-10-23 23:59:00",2565
"2009-11-04 23:59:00",2562
"2014-08-20 23:59:00",2556
"2010-01-29 23:59:00",2551
"2012-05-01 23:59:00",2549
"2013-03-13 23:59:00",2547
"2011-06-01 23:59:00",2545
"2011-11-17 23:59:00",2541
"2014-09-10 23:59:00",2535
"2010-11-03 23:59:00",2534
"2010-04-14 23:59:00",2528
"2013-11-21 23:59:00",2526
"2013-02-23 23:59:00",2525
"2011-08-17 23:59:00",2524
"2011-09-28 23:59:00",2518
"2012-02-08 23:59:00",2517
"2011-04-19 23:59:00",2515
"2015-01-31 23:59:00",2514
"2014-11-04 23:59:00",2513
"2014-01-31 23:59:00",2511
"2011-08-23 23:59:00",2511
"2012-08-25 23:59:00",2510
"2015-11-25 23:59:00",2504
"2012-09-12 23:59:00",2501
"2010-11-02 23:59:00",2501
"2012-05-12 23:59:00",2493
"2009-12-07 18:00:00",2489
"2009-10-02 23:59:00",2489
"2014-08-28 23:59:00",2487
"2015-04-16 23:59:00",2486
"2012-02-16 23:59:00",2486
"2015-07-01 23:59:00",2481
"2009-09-22 23:59:00",2481
"2009-11-17 23:59:00",2476
"2012-10-03 23:59:00",2475
"2009-10-01 23:59:00",2475
"2013-02-19 23:59:00",2474
"2010-09-23 23:59:00",2473
"2014-12-04 23:59:00",2472
"2011-01-15 23:59:00",2470
"2012-08-22 23:59:00",2469
"2012-08-14 23:59:00",2463
"2011-05-12 23:59:00",2462
"2010-02-09 23:59:00",2460
"2009-11-03 23:59:00",2448
"2012-04-26 23:59:00",2442
"2015-01-17 23:59:00",2441
"2009-11-13 23:59:00",2437
"2010-04-22 23:59:00",2436
"2009-12-11 19:30:00",2434
"2010-02-02 23:59:00",2433
"2011-08-25 23:59:00",2429
"2011-02-08 23:59:00",2427
"2011-10-04 23:59:00",2425
"2015-01-08 23:59:00",2424
"2013-02-02 23:59:00",2424
"2015-06-02 23:59:00",2420
"2016-02-06 23:59:00",2419
"2016-02-02 23:59:00",2416
"2010-09-15 23:59:00",2413
"2015-09-05 23:59:00",2409
"2014-09-11 23:59:00",2408
"2010-05-19 23:59:00",2402
"2012-01-07 23:59:00",2398
"2016-05-25 23:59:00",2397
"2013-11-27 23:59:00",2393
"2012-11-14 23:59:00",2388
"2016-04-29 23:59:00",2384
"2013-03-16 23:59:00",2384
"2010-09-30 23:59:00",2384
"2010-09-29 23:59:00",2384
"2016-01-13 23:59:00",2382
"2012-11-02 23:59:00",2381
"2016-03-28 23:59:00",2380
"2014-06-04 23:59:00",2380
"2016-06-06 23:59:00",2378
"2016-01-06 23:59:00",2373
"2016-01-07 23:59:00",2370
"2009-09-30 23:59:00",2369
"2009-10-27 23:59:00",2359
"2016-09-01 23:59:00",2348
"2010-07-07 23:59:00",2340
"2015-07-20 23:59:00",2338
"2009-09-23 23:59:00",2317
"2014-03-04 23:59:00",2311
"2016-02-24 23:59:00",2308
"2013-02-08 23:59:00",2300
"2015-01-29 23:59:00",2299
"2012-01-14 23:59:00",2296
"2014-09-30 23:59:00",2294
"2011-04-28 23:59:00",2284
"2010-09-28 23:59:00",2280
"2015-04-29 23:59:00",2274
"2015-01-24 23:59:00",2274
"2014-11-06 23:59:00",2274
"2013-03-21 23:59:00",2274
"2013-01-16 23:59:00",2269
"2009-11-05 23:59:00",2268
"2011-03-03 23:59:00",2267
"2016-08-31 23:59:00",2261
"2013-11-19 23:59:00",2261
"2014-09-03 23:59:00",2258
"2010-02-24 23:59:00",2258
"2015-02-03 23:59:00",2256
"2011-01-28 23:59:00",2253
"2014-07-02 23:59:00",2250
"2014-09-06 23:59:00",2248
"2012-08-28 23:59:00",2248
"2012-01-24 23:59:00",2244
"2016-02-09 23:59:00",2237
"2015-02-06 23:59:00",2227
"2012-09-04 23:59:00",2225
"2010-02-16 23:59:00",2225
"2013-01-23 23:59:00",2223
"2011-12-15 23:59:00",2223
"2015-01-15 23:59:00",2219
"2015-03-05 23:59:00",2216
"2010-12-01 23:59:00",2213
"2013-01-03 23:59:00",2211
"2016-01-19 23:59:00",2209
"2015-03-17 23:59:00",2208
"2015-09-21 23:59:00",2204
"2009-11-18 23:59:00",2197
"2010-03-02 23:59:00",2195
"2013-02-13 23:59:00",2190
"2014-11-19 23:59:00",2189
"2014-12-15 23:59:00",2183
"2010-02-17 23:59:00",2169
"2014-01-28 23:59:00",2165
"2016-07-21 23:59:00",2164
"2016-02-11 23:59:00",2140
"2016-01-22 23:59:00",2140
"2010-02-12 23:59:00",2135
"2015-03-11 23:59:00",2128
"2014-04-17 23:59:00",2127
"2013-08-27 23:59:00",2126
"2011-09-01 23:59:00",2124
"2015-01-22 23:59:00",2122
"2013-03-02 23:59:00",2120
"2013-02-01 23:59:00",2119
"2013-01-12 23:59:00",2119
"2014-09-12 23:59:00",2114
"2009-11-24 10:00:00",2111
"2011-11-02 23:59:00",2107
"2015-02-07 23:59:00",2104
"2010-01-21 23:59:00",2103
"2012-11-08 23:59:00",2098
"2010-01-15 23:59:00",2097
"2009-11-24 23:59:00",2097
"2014-11-26 23:59:00",2096
"2009-12-14 23:59:00",2096
"2012-01-06 23:59:00",2095
"2012-01-18 23:59:00",2093
"2011-02-12 23:59:00",2090
"2010-02-05 23:59:00",2088
"2009-11-10 23:59:00",2077
"2011-11-30 23:59:00",2072
"2012-09-14 23:59:00",2068
"2010-09-22 23:59:00",2067
"2010-01-09 23:59:00",2060
"2012-02-14 23:59:00",2059
"2015-01-09 23:59:00",2058
"2013-06-05 23:59:00",2055
"2012-08-30 23:59:00",2055
"2016-03-30 23:59:00",2054
"2014-12-03 23:59:00",2052
"2010-09-13 23:59:00",2051
"2014-04-01 23:59:00",2041
"2014-01-02 23:59:00",2034
"2010-01-13 23:59:00",2032
"2016-01-05 23:59:00",2029
"2012-08-29 23:59:00",2028
"2016-01-27 23:59:00",2025
"2013-02-09 23:59:00",2024
"2015-10-19 23:59:00",2023
"2010-03-04 23:59:00",2011
"2012-01-20 23:59:00",2009
"2011-09-06 23:59:00",2009
"2011-01-14 23:59:00",2001
"2010-09-03 23:59:00",2001
"2016-04-13 23:59:00",1994
"2016-09-19 23:59:00",1987
"2012-01-26 23:59:00",1982
"2016-02-04 23:59:00",1981
"2012-10-10 23:59:00",1981
"2012-01-13 23:59:00",1981
"2012-01-12 23:59:00",1977
"2016-02-03 23:59:00",1975
"2009-12-07 23:59:00",1971
"2013-01-02 23:59:00",1970
"2010-01-28 23:59:00",1970
"2015-09-15 23:59:00",1966
"2012-09-07 23:59:00",1961
"2013-01-25 23:59:00",1958
"2011-09-10 23:59:00",1957
"2015-12-02 23:59:00",1943
"2014-05-01 23:59:00",1939
"2010-03-15 23:59:00",1936
"2010-03-03 23:59:00",1934
"2015-01-27 23:59:00",1932
"2014-11-20 23:59:00",1927
"2010-08-31 23:59:00",1926
"2014-01-16 23:59:00",1919
"2013-11-13 23:59:00",1919
"2012-10-30 23:59:00",1915
"2010-09-07 23:59:00",1915
"2012-01-10 23:59:00",1908
"2013-01-26 23:59:00",1907
"2015-04-14 23:59:00",1900
"2013-03-18 23:59:00",1899
"2013-02-05 23:59:00",1899
"2010-09-09 23:59:00",1899
"2011-04-25 23:59:00",1889
"2016-02-29 23:59:00",1884
"2010-02-23 23:59:00",1884
"2015-02-05 23:59:00",1881
"2012-11-06 23:59:00",1875
"2011-08-31 23:59:00",1875
"2014-06-19 23:59:00",1871
"2012-11-01 23:59:00",1871
"2016-04-04 23:59:00",1863
"2016-04-12 23:59:00",1860
"2015-09-10 23:59:00",1856
"2013-11-15 23:59:00",1851
"2013-02-07 23:59:00",1851
"2015-09-02 23:59:00",1850
"2012-04-09 23:59:00",1850
"2015-09-01 23:59:00",1844
"2013-03-12 23:59:00",1840
"2016-06-27 23:59:00",1839
"2010-12-17 23:59:00",1837
"2013-04-09 23:59:00",1830
"2011-01-22 23:59:00",1830
"2012-09-26 23:59:00",1824
"2015-07-30 23:59:00",1823
"2015-07-23 23:59:00",1817
"2012-02-29 23:59:00",1815
"2014-10-08 23:59:00",1812
"2013-01-24 23:59:00",1810
"2016-03-02 23:59:00",1803
"2015-10-14 23:59:00",1803
"2013-09-16 23:59:00",1803
"2011-01-25 23:59:00",1803
"2011-11-16 23:59:00",1800
"2015-12-03 23:59:00",1794
"2015-10-07 23:59:00",1794
"2015-09-03 23:59:00",1792
"2014-06-18 23:59:00",1787
"2015-01-12 23:59:00",1776
"2013-01-11 23:59:00",1776
"2012-01-27 23:59:00",1772
"2009-12-04 16:00:00",1770
"2015-03-23 23:59:00",1767
"2012-11-28 23:59:00",1766
"2012-01-03 23:59:00",1763
"2016-07-19 23:59:00",1757
"2014-05-20 23:59:00",1754
"2015-01-20 23:59:00",1753
"2012-09-05 23:59:00",1753
"2011-10-05 23:59:00",1751
"2016-02-10 23:59:00",1750
"2013-01-29 23:59:00",1747
"2016-04-20 23:59:00",1746
"2013-12-04 23:59:00",1742
"2013-06-13 23:59:00",1742
"2016-01-28 23:59:00",1740
"2014-04-03 23:59:00",1738
"2012-05-09 23:59:00",1736
"2015-02-11 23:59:00",1735
"2015-06-10 23:59:00",1733
"2014-01-17 23:59:00",1733
"2012-01-21 23:59:00",1731
"2016-04-06 23:59:00",1730
"2015-06-04 23:59:00",1729
"2013-02-15 23:59:00",1728
"2014-01-23 23:59:00",1721
"2013-12-03 23:59:00",1717
"2014-05-29 23:59:00",1711
"2010-02-11 23:59:00",1711
"2015-04-07 23:59:00",1708
"2015-08-04 23:59:00",1707
"2014-05-27 23:59:00",1707
"2009-09-18 23:59:00",1707
"2014-02-27 23:59:00",1706
"2013-01-18 23:59:00",1701
"2014-03-14 23:59:00",1698
"2011-12-01 23:59:00",1686
"2012-02-09 23:59:00",1678
"2012-02-04 23:59:00",1669
"2016-02-19 23:59:00",1665
"2013-11-14 23:59:00",1664
"2015-05-18 23:59:00",1661
"2012-01-25 23:59:00",1660
"2014-01-25 23:59:00",1655
"2016-01-23 23:59:00",1649
"2013-04-11 23:59:00",1649
"2010-03-22 23:59:00",1643
"2013-04-22 23:59:00",1641
"2010-01-19 23:59:00",1641
"2010-01-20 23:59:00",1639
"2013-01-15 23:59:00",1637
"2014-08-05 23:59:00",1635
"2010-09-02 23:59:00",1633
"2016-02-22 23:59:00",1632
"2014-09-19 23:59:00",1631
"2010-01-14 23:59:00",1629
"2014-09-18 23:59:00",1622
"2013-02-06 23:59:00",1620
"2014-02-24 23:59:00",1619
"2016-05-12 23:59:00",1617
"2015-09-08 23:59:00",1606
"2011-01-06 23:59:00",1603
"2015-01-30 23:59:00",1601
"2014-06-25 23:59:00",1599
"2011-04-29 23:59:00",1595
"2011-03-10 23:59:00",1592
"2013-04-17 23:59:00",1590
"2011-12-08 23:59:00",1586
"2010-02-03 23:59:00",1575
"2014-05-08 23:59:00",1572
"2014-03-10 23:59:00",1568
"2010-03-08 23:59:00",1566
"2014-01-11 23:59:00",1565
"2014-06-30 23:59:00",1562
"2014-01-10 23:59:00",1561
"2010-02-04 23:59:00",1552
"2009-09-19 23:59:00",1552
"2012-01-17 23:59:00",1548
"2015-01-21 23:59:00",1543
"2015-10-13 23:59:00",1540
"2013-03-28 23:59:00",1534
"2010-05-17 23:59:00",1533
"2011-01-07 23:59:00",1531
"2015-01-28 23:59:00",1530
"2014-05-05 23:59:00",1526
"2013-11-20 23:59:00",1522
"2013-11-06 23:59:00",1520
"2016-03-31 23:59:00",1517
"2016-09-27 23:59:00",1516
"2015-05-08 23:59:00",1516
"2012-11-07 23:59:00",1515
"2014-06-12 23:59:00",1514
"2016-09-22 23:59:00",1512
"2012-01-31 23:59:00",1504
"2010-01-12 23:59:00",1503
"2015-12-01 23:59:00",1501
"2014-05-28 23:59:00",1500
"2014-01-15 23:59:00",1500
"2015-04-06 23:59:00",1499
"2011-05-02 23:59:00",1494
"2013-11-22 23:59:00",1493
"2012-02-02 23:59:00",1493
"2010-09-01 23:59:00",1493
"2015-04-23 23:59:00",1491
"2015-10-26 23:59:00",1489
"2011-09-17 23:59:00",1487
"2010-01-06 23:59:00",1483
"2015-12-14 23:59:00",1480
"2012-01-05 23:59:00",1476
"2012-01-19 23:59:00",1475
"2010-01-08 23:59:00",1475
"2013-01-09 23:59:00",1473
"2010-01-26 23:59:00",1473
"2011-01-11 23:59:00",1466
"2015-02-26 23:59:00",1465
"2010-05-24 23:59:00",1465
"2014-02-25 23:59:00",1459
"2012-02-11 23:59:00",1459
"2012-02-28 23:59:00",1456
"2015-10-27 23:59:00",1454
"2015-07-14 23:59:00",1454
"2013-04-02 23:59:00",1454
"2016-09-28 23:59:00",1437
"2015-10-08 23:59:00",1437
"2011-02-01 23:59:00",1437
"2015-07-08 23:59:00",1436
"2014-04-24 23:59:00",1436
"2012-01-28 23:59:00",1433
"2014-03-18 23:59:00",1432
"2016-01-14 23:59:00",1430
"2013-06-11 23:59:00",1427
"2013-04-29 23:59:00",1421
"2013-08-01 23:59:00",1420
"2013-01-10 23:59:00",1420
"2016-05-16 23:59:00",1418
"2015-05-11 23:59:00",1417
"2012-09-06 23:59:00",1416
"2016-06-01 23:59:00",1413
"2015-03-09 23:59:00",1413
"2014-03-05 23:59:00",1413
"2015-04-22 23:59:00",1409
"2013-05-22 23:59:00",1409
"2015-04-20 23:59:00",1403
"2010-09-08 23:59:00",1402
"2012-02-15 23:59:00",1401
"2016-06-21 23:59:00",1400
"2015-01-23 23:59:00",1400
"2014-04-21 23:59:00",1394
"2013-06-03 23:59:00",1394
"2013-04-24 23:59:00",1392
"2013-01-08 23:59:00",1383
"2012-02-21 23:59:00",1381
"2016-08-01 23:59:00",1379
"2013-05-16 23:59:00",1374
"2012-04-11 23:59:00",1372
"2010-01-27 23:59:00",1372
"2014-04-30 23:59:00",1365
"2014-07-14 23:59:00",1363
"2013-01-30 23:59:00",1363
"2015-03-03 23:59:00",1362
"2013-07-31 23:59:00",1358
"2016-07-14 23:59:00",1357
"2016-07-13 23:59:00",1357
"2015-04-17 23:59:00",1356
"2015-05-19 23:59:00",1355
"2011-02-24 23:59:00",1354
"2011-01-21 23:59:00",1347
"2014-07-11 23:59:00",1346
"2014-04-08 23:59:00",1336
"2013-09-18 23:59:00",1334
"2011-10-17 23:59:00",1329
"2015-06-01 23:59:00",1326
"2013-09-30 23:59:00",1325
"2014-12-02 23:59:00",1312
"2015-06-22 23:59:00",1304
"2014-01-14 23:59:00",1304
"2011-01-29 23:59:00",1303
"2010-04-26 23:59:00",1300
"2013-06-25 23:59:00",1298
"2011-02-03 23:59:00",1298
"2014-02-12 23:59:00",1292
"2014-11-10 23:59:00",1289
"2014-10-01 23:59:00",1289
"2014-07-17 23:59:00",1288
"2013-07-18 23:59:00",1286
"2011-02-23 23:59:00",1285
"2014-06-09 23:59:00",1284
"2016-01-20 23:59:00",1283
"2013-04-23 23:59:00",1283
"2014-11-14 23:59:00",1280
"2012-07-30 23:59:00",1280
"2009-12-01 23:59:00",1274
"2010-07-26 23:59:00",1270
"2012-06-11 23:59:00",1267
"2016-03-14 23:59:00",1266
"2012-02-07 23:59:00",1257
"2013-09-17 23:59:00",1256
"2010-01-05 23:59:00",1255
"2015-03-20 23:59:00",1253
"2012-01-04 23:59:00",1252
"2016-07-29 23:59:00",1251
"2016-08-17 23:59:00",1249
"2014-09-22 23:59:00",1248
"2015-02-04 23:59:00",1247
"2016-02-23 23:59:00",1245
"2015-01-14 23:59:00",1244
"2013-04-16 23:59:00",1239
"2014-09-25 23:59:00",1238
"2015-11-12 23:59:00",1236
"2015-02-23 23:59:00",1234
"2013-07-30 23:59:00",1230
"2013-07-29 23:59:00",1229
"2013-04-18 23:59:00",1228
"2013-03-06 23:59:00",1228
"2013-11-12 23:59:00",1225
"2016-02-16 23:59:00",1224
"2016-04-25 23:59:00",1223
"2015-07-13 23:59:00",1221
"2013-01-17 23:59:00",1219
"2011-02-17 23:59:00",1218
"2015-06-30 23:59:00",1217
"2014-05-12 23:59:00",1216
"2013-04-25 23:59:00",1216
"2014-07-21 23:59:00",1214
"2013-07-10 23:59:00",1213
"2015-02-24 23:59:00",1212
"2012-01-30 23:59:00",1207
"2013-09-19 23:59:00",1202
"2013-03-26 23:59:00",1192
"2014-03-31 23:59:00",1188
"2014-12-14 23:59:00",1186
"2016-09-12 23:59:00",1183
"2011-02-10 23:59:00",1182
"2010-07-19 23:59:00",1180
"2016-09-26 23:59:00",1173
"2013-07-23 23:59:00",1172
"2015-02-20 23:59:00",1169
"2009-09-17 23:59:00",1167
"2013-01-20 23:59:00",1165
"2012-07-09 23:59:00",1161
"2016-04-11 23:59:00",1160
"2013-08-26 23:59:00",1160
"2011-02-16 23:59:00",1159
"2013-07-19 23:59:00",1155
"2014-03-06 23:59:00",1148
"2013-07-25 23:59:00",1148
"2016-04-28 23:59:00",1145
"2015-10-05 23:59:00",1143
"2016-06-20 23:59:00",1137
"2011-05-16 23:59:00",1127
