"BDGNBR","Count"
"91125",135
"87516",135
"86382",135
"86203",135
"83949",135
"80268",135
"79138",135
"76720",135
"76116",135
"75858",135
"74779",135
"72624",135
"114399",135
"114206",135
"109390",135
"103887",135
"103710",135
"100680",135
"98519",134
"95943",134
"95253",134
"95230",134
"95096",134
"89778",134
"87366",134
"79960",134
"75649",134
"75353",134
"74593",134
"74063",134
"72123",134
"121684",134
"114588",134
"114470",134
"114312",134
"114079",134
"108154",134
"105538",134
"104159",134
"100025",134
"94174",133
"93764",133
"93311",133
"92681",133
"91436",133
"85933",133
"85874",133
"84959",133
"84939",133
"83942",133
"83797",133
"82328",133
"80641",133
"76385",133
"75791",133
"75366",133
"74823",133
"73896",133
"73559",133
"71911",133
"113164",133
"105535",133
"103821",133
"100601",133
"95204",132
"92571",132
"90711",132
"89144",132
"84950",132
"81243",132
"80996",132
"80628",132
"77545",132
"77384",132
"77079",132
"76501",132
"74757",132
"72623",132
"72438",132
"72360",132
"71623",132
"71497",132
"122018",132
"121899",132
"114156",132
"113219",132
"109581",132
"109462",132
"100609",132
"99735",131
"95198",131
"91883",131
"91569",131
"91254",131
"89657",131
"86911",131
"86884",131
"77847",131
"77682",131
"76088",131
"73914",131
"73816",131
"73558",131
"73141",131
"72687",131
"72467",131
"114184",131
"110737",131
"110698",131
"109423",131
"107312",131
"102909",131
"102907",131
"91098",130
"90838",130
"90180",130
"89854",130
"87396",130
"87136",130
"87128",130
"83424",130
"77748",130
"77610",130
"74071",130
"73999",130
"71836",130
"122615",130
"109600",130
"103237",130
"100160",130
"99807",129
"97017",129
"95251",129
"92713",129
"88720",129
"87212",129
"84776",129
"84042",129
"83930",129
"83869",129
"75448",129
"74953",129
"73554",129
"71573",129
"114298",129
"114127",129
"104055",129
"100348",129
"95263",128
"91568",128
"89661",128
"80435",128
"79142",128
"76703",128
"69950",128
"121140",128
"121112",128
"114558",128
"114130",128
"113211",128
"107344",128
"107313",128
"100933",128
"100573",128
"95851",127
"92648",127
"92267",127
"91530",127
"89376",127
"87526",127
"84952",127
"83979",127
"83852",127
"82668",127
"82600",127
"82542",127
"80263",127
"77397",127
"75046",127
"73206",127
"71713",127
"114198",127
"109594",127
"109593",127
"108456",127
"103222",127
"102723",127
"100955",127
"99777",126
"98065",126
"95540",126
"95142",126
"90582",126
"89834",126
"86973",126
"80669",126
"76631",126
"72238",126
"72127",126
"71744",126
"71489",126
"121910",126
"121150",126
"114519",126
"114458",126
"114435",126
"114301",126
"113214",126
"113193",126
"112350",126
"107626",126
"102923",126
"101283",126
"96827",125
"96198",125
"92973",125
"92323",125
"89024",125
"88405",125
"87364",125
"83561",125
"81926",125
"81551",125
"77981",125
"77814",125
"76066",125
"75679",125
"75328",125
"73564",125
"72498",125
"71620",125
"71603",125
"71591",125
"121125",125
"114522",125
"114475",125
"114316",125
"113084",125
"104149",125
"103399",125
"100402",125
"98231",124
"97435",124
"97406",124
"97342",124
"90073",124
"90017",124
"89996",124
"89791",124
"89443",124
"84876",124
"84248",124
"83823",124
"83806",124
"83755",124
"79760",124
"78055",124
"77768",124
"77692",124
"77661",124
"74954",124
"73912",124
"71844",124
"71590",124
"114585",124
"114432",124
"108220",124
"107309",124
"103829",124
"95240",123
"95082",123
"95049",123
"92333",123
"90701",123
"90162",123
"89801",123
"83801",123
"82757",123
"76504",123
"75272",123
"74834",123
"74737",123
"73946",123
"73573",123
"72625",123
"71493",123
"122698",123
"114428",123
"114012",123
"113180",123
"103708",123
"100932",123
"100026",123
"99497",122
"96608",122
"95640",122
"95220",122
"95129",122
"93559",122
"89983",122
"88860",122
"88415",122
"83774",122
"82287",122
"80671",122
"80391",122
"80142",122
"78645",122
"74989",122
"74035",122
"73556",122
"72621",122
"72418",122
"71905",122
"71894",122
"71500",122
"122498",122
"122237",122
"121570",122
"121568",122
"114078",122
"113171",122
"109320",122
"102911",122
"100331",122
"98444",121
"97491",121
"96317",121
"94590",121
"94166",121
"93890",121
"92091",121
"92031",121
"91880",121
"89908",121
"87339",121
"84949",121
"83965",121
"82819",121
"81286",121
"79982",121
"79849",121
"77775",121
"77684",121
"77090",121
"76579",121
"74077",121
"74073",121
"72881",121
"72682",121
"71408",121
"122243",121
"114569",121
"109578",121
"109281",121
"107978",121
"107598",121
"102938",121
"100910",121
"100595",121
"99697",120
"98524",120
"97987",120
"96910",120
"94356",120
"92851",120
"90589",120
"86978",120
"86868",120
"85753",120
"83582",120
"82076",120
"79934",120
"79915",120
"77688",120
"77640",120
"75453",120
"74831",120
"73560",120
"72631",120
"121146",120
"113181",120
"112274",120
"107334",120
"107320",120
"104235",120
"102729",120
"101381",120
"100564",120
"100447",120
"95234",119
"93974",119
"93476",119
"92134",119
"92090",119
"92073",119
"91424",119
"90718",119
"90293",119
"86870",119
"85217",119
"82609",119
"78775",119
"77659",119
"77386",119
"75342",119
"75288",119
"75231",119
"74069",119
"72417",119
"71785",119
"71617",119
"71491",119
"121898",119
"121145",119
"121127",119
"114441",119
"107337",119
"99968",118
"98319",118
"95136",118
"94068",118
"94050",118
"89303",118
"86966",118
"86138",118
"83814",118
"82509",118
"77073",118
"76247",118
"72626",118
"72207",118
"121159",118
"114531",118
"114465",118
"114026",118
"110693",118
"103800",118
"103412",118
"102426",118
"100590",118
"95333",117
"95239",117
"95195",117
"94710",117
"92205",117
"90729",117
"89312",117
"87351",117
"85076",117
"83698",117
"81769",117
"81130",117
"79943",117
"79345",117
"77689",117
"74076",117
"74070",117
"74062",117
"72463",117
"121147",117
"107960",117
"99955",116
"96473",116
"95326",116
"93976",116
"93569",116
"92026",116
"90854",116
"84232",116
"79999",116
"78655",116
"74344",116
"74068",116
"121154",116
"120461",116
"114474",116
"114449",116
"114408",116
"114259",116
"112311",116
"110733",116
"108192",116
"104737",116
"103433",116
"102753",116
"99788",115
"98530",115
"98100",115
"98019",115
"96291",115
"94394",115
"91260",115
"90600",115
"90398",115
"88562",115
"85296",115
"83940",115
"80891",115
"80586",115
"77763",115
"77457",115
"77437",115
"76795",115
"75085",115
"71622",115
"122234",115
"121962",115
"114429",115
"114225",115
"114187",115
"113207",115
"110763",115
"107346",115
"104145",115
"98077",114
"95937",114
"95502",114
"95313",114
"95282",114
"93180",114
"91987",114
"91573",114
"90047",114
"86991",114
"86989",114
"83790",114
"75898",114
"75530",114
"72686",114
"71607",114
"121148",114
"114593",114
"105539",114
"104026",114
"103908",114
"102937",114
"96824",113
"95088",113
"93793",113
"93585",113
"92763",113
"92646",113
"92278",113
"91120",113
"90360",113
"90192",113
"89097",113
"88179",113
"85409",113
"83883",113
"82682",113
"81705",113
"81121",113
"80636",113
"79335",113
"77380",113
"76733",113
"74721",113
"72690",113
"72466",113
"69972",113
"121157",113
"121149",113
"121138",113
"121130",113
"114440",113
"114159",113
"113922",113
"113088",113
"109292",113
"102903",113
"100703",113
"98537",112
"97241",112
"96975",112
"96230",112
"95510",112
"92584",112
"91560",112
"89219",112
"87084",112
"82598",112
"77826",112
"77373",112
"75857",112
"71735",112
"71505",112
"121593",112
"120614",112
"114568",112
"114181",112
"112319",112
"107958",112
"107326",112
"101262",112
"96416",111
"93473",111
"91984",111
"88859",111
"88719",111
"87346",111
"87131",111
"86905",111
"85986",111
"83931",111
"81704",111
"79988",111
"78824",111
"76045",111
"72679",111
"72501",111
"72468",111
"72122",111
"71587",111
"121931",111
"121517",111
"121160",111
"121158",111
"121144",111
"112258",111
"109383",111
"107393",111
"107323",111
"105546",111
"98072",110
"96149",110
"95207",110
"95081",110
"94363",110
"92661",110
"92008",110
"90903",110
"90475",110
"89794",110
"87727",110
"84316",110
"80634",110
"80218",110
"78969",110
"75577",110
"75455",110
"74805",110
"122235",110
"121113",110
"120084",110
"114427",110
"107968",110
"103229",110
"99988",109
"98599",109
"98353",109
"97584",109
"97014",109
"95048",109
"92214",109
"91279",109
"90079",109
"86909",109
"85985",109
"85122",109
"84811",109
"80449",109
"79815",109
"79029",109
"77680",109
"76627",109
"75445",109
"74817",109
"72039",109
"71409",109
"114300",109
"112942",109
"110719",109
"109582",109
"107971",109
"107339",109
"107315",109
"102735",109
"100049",109
"99729",108
"94292",108
"93586",108
"90684",108
"89203",108
"88841",108
"85712",108
"78807",108
"78734",108
"75303",108
"74736",108
"74061",108
"71280",108
"122700",108
"122699",108
"110722",108
"109595",108
"109588",108
"109583",108
"109522",108
"105548",108
"104072",108
"94990",107
"93182",107
"92216",107
"91371",107
"90704",107
"90027",107
"89576",107
"89325",107
"89297",107
"88425",107
"84031",107
"82578",107
"82115",107
"81580",107
"77902",107
"77790",107
"76008",107
"72249",107
"71509",107
"121767",107
"114579",107
"114528",107
"114497",107
"108189",107
"107633",107
"107327",107
"101391",107
"101286",107
"99961",106
"98644",106
"96455",106
"95125",106
"92676",106
"92376",106
"92023",106
"90574",106
"89307",106
"89290",106
"82603",106
"79808",106
"79270",106
"75083",106
"74738",106
"74072",106
"71774",106
"122015",106
"120045",106
"114104",106
"114040",106
"108123",106
"105549",106
"103808",106
"102952",106
"97903",105
"96815",105
"95349",105
"94984",105
"92654",105
"92009",105
"91166",105
"90620",105
"88311",105
"86527",105
"83971",105
"83884",105
"79774",105
"78801",105
"76375",105
"74108",105
"72680",105
"121141",105
"114188",105
"114031",105
"112283",105
"112271",105
"110761",105
"109457",105
"107976",105
"107317",105
"103909",105
"103078",105
"102733",105
"96899",104
"96347",104
"96303",104
"93568",104
"92528",104
"90471",104
"89893",104
"87754",104
"87479",104
"85403",104
"83864",104
"79814",104
"75785",104
"74252",104
"73200",104
"72681",104
"72654",104
"72633",104
"72505",104
"72350",104
"72012",104
"121151",104
"120046",104
"113086",104
"107970",104
"104024",104
"101388",104
"93555",103
"92255",103
"91892",103
"90905",103
"90662",103
"86898",103
"79222",103
"77820",103
"77679",103
"77381",103
"75882",103
"72500",103
"72138",103
"71633",103
"70878",103
"122795",103
"114295",103
"114140",103
"109592",103
"108159",103
"107544",103
"100620",103
"100610",103
"100192",103
"97403",102
"96874",102
"95197",102
"92558",102
"90710",102
"89896",102
"88877",102
"87454",102
"86916",102
"85726",102
"79753",102
"79727",102
"77935",102
"76721",102
"76616",102
"75347",102
"75329",102
"74807",102
"72485",102
"71350",102
"70293",102
"121117",102
"114123",102
"107623",102
"107314",102
"105533",102
"101337",102
"98074",101
"96555",101
"95318",101
"93452",101
"89910",101
"88852",101
"88401",101
"87363",101
"85714",101
"79400",101
"77488",101
"77458",101
"77063",101
"77052",101
"76643",101
"75861",101
"75518",101
"73026",101
"114412",101
"113217",101
"112312",101
"110691",101
"107963",101
"102754",101
"100960",101
"100617",101
"100607",101
"95853",100
"95671",100
"95340",100
"95248",100
"95180",100
"95105",100
"95093",100
"95064",100
"94987",100
"94151",100
"92997",100
"92774",100
"86883",100
"83792",100
"77655",100
"77594",100
"77396",100
"76206",100
"71602",100
"70866",100
"121153",100
"121135",100
"114493",100
"107627",100
"100199",100
"100159",100
"100139",100
"98373",99
"97354",99
"96152",99
"95183",99
"95063",99
"93909",99
"92334",99
"91425",99
"90171",99
"88553",99
"86626",99
"85009",99
"83815",99
"82669",99
"82513",99
"78960",99
"77816",99
"77718",99
"77658",99
"77378",99
"77355",99
"76577",99
"75819",99
"73830",99
"120377",99
"112302",99
"108434",99
"108127",99
"102713",99
"100004",99
"99447",98
"97717",98
"97093",98
"93313",98
"90221",98
"89815",98
"89112",98
"88931",98
"88207",98
"82807",98
"82774",98
"79785",98
"78031",98
"76666",98
"75335",98
"75333",98
"75233",98
"75005",98
"72634",98
"72152",98
"71872",98
"122705",98
"121479",98
"121253",98
"120069",98
"114468",98
"112334",98
"112256",98
"107646",98
"104725",98
"101294",98
"97715",97
"96214",97
"95103",97
"95058",97
"94366",97
"93936",97
"93656",97
"90925",97
"88797",97
"87582",97
"87091",97
"82952",97
"80652",97
"79295",97
"77788",97
"77549",97
"76619",97
"76484",97
"73769",97
"73768",97
"72243",97
"71467",97
"120392",97
"114601",97
"110727",97
"102922",97
"102740",97
"100188",97
"97690",96
"96695",96
"96140",96
"95192",96
"92614",96
"90719",96
"88032",96
"87480",96
"87355",96
"83981",96
"83800",96
"82365",96
"80448",96
"79845",96
"79780",96
"77394",96
"76309",96
"75589",96
"75332",96
"75325",96
"75207",96
"72685",96
"72496",96
"72166",96
"114540",96
"114501",96
"112337",96
"108199",96
"104739",96
"102896",96
"101395",96
"99231",95
"99067",95
"98094",95
"98068",95
"93055",95
"92814",95
"90021",95
"86873",95
"82527",95
"79272",95
"77401",95
"77282",95
"77201",95
"76790",95
"76001",95
"75165",95
"122701",95
"120394",95
"114594",95
"110759",95
"110712",95
"109579",95
"101273",95
"100297",95
"99619",94
"98692",94
"96244",94
"90181",94
"89377",94
"88706",94
"85690",94
"85094",94
"83555",94
"82518",94
"82274",94
"79384",94
"79294",94
"77970",94
"75277",94
"120389",94
"120364",94
"114417",94
"114067",94
"107973",94
"105551",94
"101367",94
"101321",94
"99796",93
"97130",93
"96953",93
"96569",93
"96352",93
"95538",93
"92962",93
"92021",93
"91729",93
"91547",93
"90908",93
"90588",93
"90050",93
"89673",93
"88402",93
"87202",93
"84940",93
"83987",93
"83978",93
"81164",93
"79114",93
"77605",93
"76726",93
"76618",93
"71593",93
"120357",93
"114193",93
"113194",93
"109375",93
"108140",93
"107341",93
"107303",93
"103447",93
"101288",93
"101243",93
"100069",93
"97698",92
"95953",92
"95127",92
"86509",92
"86195",92
"85503",92
"81245",92
"80590",92
"78229",92
"77779",92
"77627",92
"75178",92
"74291",92
"74116",92
"72285",92
"72084",92
"121201",92
"121143",92
"120407",92
"120337",92
"101295",92
"98497",91
"97916",91
"95756",91
"93892",91
"92704",91
"92491",91
"92024",91
"91225",91
"90835",91
"90605",91
"90009",91
"89197",91
"88842",91
"88176",91
"88173",91
"87587",91
"87097",91
"85019",91
"83985",91
"83878",91
"79687",91
"78754",91
"78051",91
"77766",91
"77416",91
"76432",91
"75860",91
"75810",91
"72114",91
"71847",91
"71606",91
"71598",91
"71305",91
"121459",91
"113155",91
"110686",91
"107340",91
"102727",91
"101352",91
"100183",91
"99440",90
"97042",90
"95653",90
"94774",90
"94386",90
"92977",90
"91282",90
"91115",90
"90228",90
"89792",90
"87998",90
"86903",90
"79297",90
"79095",90
"78735",90
"76136",90
"75302",90
"75013",90
"72464",90
"70953",90
"114557",90
"114120",90
"112317",90
"109455",90
"109275",90
"103801",90
"103239",90
"103192",90
"101313",90
"100966",90
"100197",90
"96485",89
"95297",89
"95083",89
"94846",89
"93485",89
"92440",89
"92317",89
"90213",89
"89703",89
"89288",89
"87129",89
"86975",89
"84938",89
"84775",89
"83808",89
"80601",89
"79458",89
"75901",89
"75823",89
"75456",89
"75349",89
"72809",89
"71717",89
"120054",89
"114400",89
"114291",89
"108032",89
"105540",89
"104033",89
"103002",89
"100935",89
"100201",89
"99442",88
"98703",88
"98091",88
"97697",88
"96350",88
"96068",88
"92968",88
"92806",88
"92202",88
"90188",88
"89780",88
"89027",88
"88716",88
"87420",88
"86853",88
"85031",88
"85008",88
"83880",88
"83489",88
"80633",88
"79861",88
"79769",88
"76585",88
"76387",88
"75449",88
"75439",88
"72629",88
"72408",88
"71995",88
"119423",88
"114514",88
"104733",88
"104141",88
"103924",88
"100583",88
"99444",87
"98103",87
"98097",87
"97705",87
"95002",87
"90850",87
"90730",87
"90163",87
"88849",87
"88174",87
"80646",87
"80144",87
"79778",87
"79510",87
"79036",87
"77615",87
"74313",87
"70108",87
"122480",87
"121155",87
"120414",87
"112268",87
"110697",87
"103890",87
"103888",87
"102953",87
"102930",87
"102737",87
"100194",87
"99998",86
"99155",86
"98066",86
"97593",86
"96238",86
"95999",86
"95870",86
"95351",86
"95045",86
"94369",86
"92542",86
"91728",86
"91402",86
"90856",86
"90216",86
"88930",86
"86809",86
"84349",86
"82766",86
"80608",86
"80277",86
"79113",86
"78751",86
"77683",86
"72204",86
"71597",86
"121912",86
"121881",86
"120079",86
"114489",86
"113089",86
"112290",86
"104059",86
"101727",86
"99659",85
"97703",85
"96243",85
"95863",85
"95642",85
"95061",85
"93979",85
"92427",85
"89789",85
"89595",85
"86572",85
"85213",85
"84436",85
"83891",85
"80264",85
"79949",85
"78803",85
"76764",85
"74515",85
"72399",85
"120056",85
"114560",85
"113144",85
"108218",85
"108176",85
"103811",85
"103429",85
"98608",84
"98359",84
"98316",84
"97712",84
"96947",84
"96221",84
"95987",84
"95134",84
"94390",84
"91790",84
"90692",84
"90637",84
"90596",84
"89296",84
"88036",84
"86871",84
"85163",84
"83804",84
"83779",84
"83776",84
"81464",84
"80619",84
"79506",84
"78785",84
"77995",84
"75951",84
"75734",84
"73778",84
"72730",84
"71499",84
"71251",84
"120422",84
"114488",84
"114039",84
"113170",84
"108222",84
"107319",84
"104054",84
"104041",84
"103195",84
"101724",84
"101401",84
"100179",84
"98969",83
"98833",83
"98551",83
"98101",83
"96081",83
"95648",83
"95224",83
"95215",83
"95095",83
"92651",83
"91885",83
"91559",83
"91231",83
"89695",83
"88858",83
"87935",83
"87083",83
"87026",83
"85247",83
"82535",83
"80626",83
"80603",83
"80583",83
"79541",83
"77013",83
"76760",83
"75440",83
"72128",83
"71576",83
"70167",83
"122279",83
"120430",83
"114603",83
"114069",83
"112280",83
"107548",83
"107308",83
"102944",83
"101257",83
"99112",82
"98667",82
"97904",82
"97689",82
"96863",82
"95856",82
"95729",82
"94900",82
"94672",82
"94437",82
"91130",82
"89798",82
"87075",82
"85199",82
"80030",82
"79779",82
"79762",82
"78623",82
"76580",82
"75947",82
"72036",82
"120418",82
"114552",82
"114313",82
"114143",82
"109404",82
"103907",82
"101292",82
"99144",81
"98236",81
"95517",81
"95133",81
"94463",81
"93774",81
"93604",81
"92971",81
"92961",81
"90595",81
"90587",81
"87737",81
"86817",81
"83435",81
"82604",81
"81623",81
"81035",81
"79942",81
"78552",81
"78025",81
"76629",81
"121134",81
"114105",81
"114055",81
"113175",81
"113129",81
"112344",81
"112306",81
"110713",81
"104228",81
"98540",80
"97352",80
"96147",80
"94902",80
"94764",80
"94669",80
"93713",80
"92025",80
"90700",80
"90030",80
"87652",80
"86894",80
"86003",80
"85405",80
"85346",80
"85053",80
"84937",80
"84918",80
"84086",80
"83695",80
"82316",80
"81005",80
"79795",80
"79432",80
"79124",80
"78784",80
"78296",80
"78257",80
"77608",80
"75458",80
"74519",80
"71867",80
"71290",80
"70040",80
"120402",80
"104226",80
"103802",80
"102982",80
"102981",80
"100605",80
"98099",79
"96251",79
"95854",79
"95149",79
"95112",79
"94992",79
"94605",79
"92127",79
"91533",79
"90728",79
"90218",79
"89770",79
"88628",79
"87150",79
"86904",79
"85467",79
"83423",79
"79790",79
"77758",79
"76614",79
"75872",79
"75520",79
"75334",79
"75280",79
"74162",79
"71900",79
"112299",79
"107643",79
"102073",79
"100963",79
"100906",79
"100340",79
"99368",78
"99111",78
"97874",78
"95620",78
"95121",78
"95043",78
"93893",78
"90197",78
"89582",78
"88629",78
"88567",78
"88465",78
"88175",78
"87342",78
"85888",78
"83624",78
"81997",78
"80604",78
"80592",78
"79834",78
"79801",78
"79274",78
"78739",78
"78617",78
"78485",78
"76259",78
"71575",78
"71259",78
"120386",78
"114227",78
"114095",78
"109376",78
"107620",78
"102748",78
"100965",78
"100335",78
"99684",77
"98647",77
"97909",77
"96510",77
"96335",77
"94342",77
"93239",77
"92965",77
"92956",77
"91999",77
"91244",77
"89602",77
"89194",77
"88964",77
"84856",77
"83941",77
"83430",77
"80025",77
"79860",77
"79116",77
"79090",77
"77584",77
"75509",77
"74875",77
"74184",77
"74052",77
"71358",77
"122314",77
"121596",77
"120417",77
"114453",77
"113142",77
"112305",77
"110755",77
"110743",77
"108002",77
"104749",77
"101343",77
"100945",77
"99754",76
"98750",76
"98622",76
"98104",76
"97195",76
"96876",76
"96609",76
"95866",76
"95638",76
"95260",76
"95069",76
"94576",76
"94551",76
"94501",76
"93768",76
"93582",76
"93132",76
"92821",76
"92652",76
"92165",76
"92092",76
"90196",76
"89913",76
"86901",76
"86858",76
"85940",76
"85091",76
"84989",76
"84958",76
"84578",76
"83955",76
"83805",76
"83757",76
"83408",76
"82674",76
"81140",76
"78226",76
"76597",76
"76594",76
"75443",76
"75314",76
"74803",76
"72273",76
"71947",76
"121668",76
"120383",76
"114404",76
"114124",76
"114116",76
"114100",76
"112347",76
"112259",76
"110748",76
"108133",76
"107975",76
"107628",76
"107589",76
"107316",76
"102921",76
"102746",76
"100177",76
"99240",75
"98102",75
"97238",75
"96055",75
"95641",75
"95185",75
"95181",75
"94993",75
"94329",75
"92817",75
"90691",75
"87651",75
"87154",75
"83427",75
"83426",75
"80138",75
"77769",75
"77556",75
"77487",75
"77455",75
"77426",75
"75436",75
"73023",75
"71488",75
"122016",75
"120713",75
"120064",75
"112307",75
"109599",75
"109590",75
"107601",75
"107549",75
"107318",75
"104061",75
"103830",75
"101327",75
"100189",75
"100187",75
"99809",74
"98475",74
"98331",74
"96957",74
"95186",74
"95101",74
"93092",74
"92668",74
"91391",74
"90151",74
"90026",74
"88011",74
"87365",74
"87274",74
"86948",74
"83796",74
"82317",74
"80948",74
"80644",74
"80193",74
"79807",74
"79443",74
"79082",74
"78823",74
"75912",74
"75422",74
"74861",74
"74758",74
"73934",74
"72482",74
"72320",74
"71508",74
"121735",74
"114077",74
"110749",74
"107908",74
"107636",74
"107604",74
"107545",74
"107310",74
"105553",74
"102955",74
"99110",73
"99104",73
"98075",73
"97895",73
"97844",73
"96249",73
"94967",73
"93148",73
"91561",73
"91246",73
"90472",73
"90172",73
"89787",73
"86912",73
"83840",73
"83812",73
"82054",73
"80019",73
"79987",73
"77843",73
"75781",73
"75304",73
"74605",73
"73579",73
"72155",73
"120063",73
"114398",73
"114296",73
"110766",73
"110702",73
"109598",73
"108206",73
"107634",73
"107324",73
"102968",73
"102913",73
"99794",72
"98024",72
"97476",72
"96925",72
"96053",72
"95539",72
"95200",72
"94347",72
"93950",72
"93648",72
"92768",72
"92219",72
"91273",72
"90008",72
"88463",72
"87865",72
"87640",72
"86993",72
"86109",72
"83956",72
"79126",72
"76982",72
"76242",72
"76156",72
"72503",72
"120350",72
"120088",72
"113167",72
"112279",72
"110720",72
"109596",72
"100198",72
"99805",71
"98534",71
"98492",71
"98117",71
"98070",71
"98016",71
"97699",71
"97358",71
"95269",71
"95109",71
"94358",71
"92150",71
"92022",71
"90165",71
"90023",71
"89909",71
"88997",71
"88949",71
"87650",71
"87406",71
"87074",71
"85616",71
"83916",71
"81111",71
"80623",71
"80012",71
"79995",71
"79865",71
"79772",71
"79754",71
"79020",71
"78599",71
"77832",71
"77389",71
"76642",71
"73584",71
"72410",71
"72124",71
"122359",71
"120411",71
"120372",71
"120078",71
"114595",71
"114454",71
"114066",71
"108157",71
"103899",71
"101340",71
"100490",71
"100154",71
"99943",70
"99156",70
"97094",70
"94942",70
"94362",70
"93572",70
"93233",70
"92200",70
"91537",70
"91240",70
"90648",70
"90395",70
"90064",70
"89899",70
"89444",70
"87732",70
"86861",70
"84355",70
"84153",70
"84008",70
"83802",70
"83422",70
"80145",70
"80090",70
"77722",70
"76388",70
"122298",70
"122207",70
"114420",70
"114177",70
"114010",70
"112263",70
"112255",70
"110758",70
"109416",70
"108209",70
"108153",70
"107640",70
"101300",70
"101290",70
"101287",70
"100180",70
"100034",70
"99683",69
"99207",69
"98079",69
"96143",69
"95071",69
"93731",69
"93169",69
"92669",69
"90002",69
"88414",69
"87653",69
"87286",69
"86896",69
"85864",69
"85406",69
"84590",69
"82926",69
"80701",69
"77772",69
"77502",69
"76688",69
"75915",69
"75890",69
"75315",69
"73169",69
"72358",69
"71456",69
"71435",69
"71420",69
"122364",69
"122347",69
"121897",69
"120366",69
"114480",69
"114446",69
"114133",69
"108022",69
"104216",69
"102997",69
"99938",68
"98085",68
"97165",68
"95639",68
"95274",68
"95120",68
"94941",68
"94372",68
"93753",68
"92142",68
"91730",68
"91259",68
"89826",68
"85925",68
"85600",68
"85077",68
"84100",68
"82109",68
"82048",68
"80645",68
"80341",68
"78263",68
"76786",68
"76735",68
"75904",68
"75066",68
"74207",68
"73771",68
"72080",68
"71994",68
"71950",68
"122427",68
"121675",68
"121123",68
"114205",68
"112352",68
"109380",68
"107645",68
"105541",68
"103934",68
"103188",68
"102954",68
"102941",68
"101299",68
"100916",68
"98613",67
"98582",67
"98311",67
"96304",67
"95658",67
"95250",67
"95044",67
"94955",67
"94676",67
"92070",67
"91266",67
"90576",67
"90031",67
"86890",67
"82676",67
"80003",67
"79420",67
"75278",67
"74809",67
"73103",67
"71927",67
"71292",67
"120070",67
"110753",67
"108107",67
"107994",67
"107712",67
"107615",67
"107298",67
"102992",67
"102928",67
"102742",67
"101723",67
"101330",67
"100964",67
"100947",67
"100191",67
"98369",66
"98312",66
"98238",66
"98023",66
"98015",66
"97702",66
"97037",66
"96252",66
"95840",66
"94438",66
"94378",66
"93980",66
"93706",66
"92972",66
"92836",66
"92831",66
"92662",66
"90629",66
"90603",66
"90301",66
"89812",66
"89793",66
"89767",66
"88172",66
"87601",66
"87532",66
"87331",66
"86918",66
"84819",66
"83953",66
"83826",66
"82684",66
"82520",66
"80995",66
"79998",66
"79985",66
"79800",66
"79750",66
"77742",66
"77185",66
"77091",66
"76166",66
"75442",66
"74917",66
"74833",66
"73940",66
"73194",66
"72304",66
"70309",66
"121964",66
"121142",66
"120085",66
"114099",66
"112304",66
"107622",66
"102967",66
"102935",66
"102741",66
"100951",66
"100645",66
"99804",65
"99792",65
"99528",65
"99457",65
"98529",65
"95272",65
"95165",65
"95087",65
"94563",65
"93303",65
"93006",65
"92261",65
"91577",65
"91229",65
"90566",65
"88008",65
"87400",65
"87175",65
"87023",65
"86933",65
"85166",65
"85086",65
"83873",65
"83789",65
"82680",65
"80140",65
"79768",65
"79035",65
"78039",65
"78001",65
"76566",65
"75350",65
"75345",65
"70283",65
"120399",65
"120352",65
"118807",65
"114599",65
"113225",65
"113176",65
"110745",65
"109585",65
"109409",65
"108211",65
"105555",65
"105552",65
"105531",65
"100174",65
"99115",64
"95546",64
"90164",64
"88847",64
"87533",64
"87459",64
"85544",64
"83428",64
"82149",64
"79503",64
"79470",64
"79435",64
"79134",64
"77805",64
"77578",64
"75824",64
"75698",64
"75644",64
"71698",64
"71265",64
"122264",64
"121757",64
"121483",64
"121120",64
"120339",64
"113226",64
"112331",64
"112327",64
"110741",64
"109394",64
"107967",64
"107325",64
"102991",64
"100193",64
"98543",63
"98163",63
"98025",63
"97073",63
"96946",63
"95666",63
"95115",63
"93236",63
"92525",63
"92519",63
"91759",63
"91106",63
"90200",63
"90028",63
"86924",63
"86866",63
"85844",63
"79870",63
"79691",63
"79465",63
"79296",63
"78286",63
"76709",63
"75733",63
"75174",63
"75064",63
"72824",63
"72409",63
"72244",63
"71498",63
"114299",63
"113158",63
"109301",63
"102883",63
"101308",63
"99786",62
"99443",62
"98670",62
"98520",62
"97490",62
"95643",62
"95529",62
"95281",62
"95059",62
"94674",62
"94581",62
"94549",62
"94507",62
"94168",62
"91726",62
"90717",62
"88848",62
"88657",62
"88419",62
"87924",62
"87726",62
"87585",62
"87120",62
"86126",62
"85216",62
"84954",62
"81330",62
"81233",62
"79480",62
"79412",62
"77548",62
"73356",62
"122399",62
"122373",62
"121156",62
"120368",62
"120367",62
"114147",62
"114083",62
"113237",62
"113160",62
"109584",62
"109432",62
"107631",62
"107600",62
"104031",62
"100647",62
"100190",62
"99781",61
"98813",61
"98634",61
"98590",61
"97711",61
"96417",61
"96246",61
"95249",61
"93561",61
"93544",61
"92839",61
"92650",61
"92209",61
"89802",61
"88857",61
"86876",61
"85074",61
"84945",61
"84146",61
"84111",61
"81695",61
"80273",61
"80028",61
"79933",61
"78729",61
"77797",61
"77794",61
"77167",61
