"APPT_CANCEL_DATE","Count"
"2010-03-09 00:00:00",4
"2010-03-05 00:00:00",4
"2010-02-17 11:41:00",4
"2010-02-12 16:45:00",4
"2010-01-27 17:14:00",4
"2010-01-07 10:18:00",4
"2009-12-09 17:24:00",4
"2009-12-07 12:42:00",4
"2009-12-03 13:00:00",4
"2009-11-27 12:27:00",4
"2009-11-18 16:34:00",4
"2009-10-29 15:19:00",4
"2009-10-22 16:17:00",4
"2009-09-23 18:00:00",4
"2009-09-04 19:08:00",4
"2016-09-20 06:05:00",3
"2016-09-20 06:03:00",3
"2016-09-19 12:30:00",3
"2016-08-25 14:18:00",3
"2016-07-13 17:05:00",3
"2016-06-01 09:34:00",3
"2016-04-18 13:07:00",3
"2016-04-13 12:43:00",3
"2016-04-13 09:17:00",3
"2016-04-04 16:26:00",3
"2016-03-24 10:01:00",3
"2016-03-18 06:38:00",3
"2016-03-03 12:36:00",3
"2016-02-11 18:42:00",3
"2016-02-11 18:41:00",3
"2016-01-30 15:47:00",3
"2016-01-21 06:27:00",3
"2016-01-15 16:47:00",3
"2015-12-14 11:05:00",3
"2015-12-09 11:21:00",3
"2015-12-04 17:56:00",3
"2015-12-02 17:57:00",3
"2015-12-01 12:06:00",3
"2015-10-09 11:09:00",3
"2015-10-07 11:50:00",3
"2015-09-23 14:48:00",3
"2015-09-20 15:10:00",3
"2015-09-18 15:28:00",3
"2015-09-09 19:34:00",3
"2015-09-09 19:11:00",3
"2015-09-01 13:08:00",3
"2015-08-03 12:48:00",3
"2015-07-26 11:52:00",3
"2015-07-14 11:01:00",3
"2015-07-09 13:26:00",3
"2015-07-02 15:32:00",3
"2015-05-21 13:26:00",3
"2015-05-21 13:24:00",3
"2015-05-21 13:21:00",3
"2015-04-30 09:44:00",3
"2015-04-23 08:38:00",3
"2015-04-03 11:46:00",3
"2015-04-01 14:02:00",3
"2015-03-18 14:09:00",3
"2015-03-11 12:58:00",3
"2015-03-02 17:48:00",3
"2015-02-19 13:23:00",3
"2015-02-19 13:22:00",3
"2015-02-19 13:18:00",3
"2015-02-19 13:15:00",3
"2015-02-19 13:02:00",3
"2015-01-19 16:02:00",3
"2014-12-18 18:49:00",3
"2014-12-17 17:12:00",3
"2014-12-17 17:10:00",3
"2014-12-17 10:56:00",3
"2014-12-10 15:44:00",3
"2014-12-09 07:15:00",3
"2014-12-08 09:16:00",3
"2014-12-08 09:15:00",3
"2014-11-06 12:36:00",3
"2014-09-26 09:59:00",3
"2014-09-05 16:34:00",3
"2014-08-26 12:59:00",3
"2014-08-23 13:05:00",3
"2014-08-07 16:59:00",3
"2014-07-30 15:52:00",3
"2014-07-29 15:54:00",3
"2014-06-20 16:29:00",3
"2014-06-09 16:08:00",3
"2014-06-06 15:30:00",3
"2014-06-06 15:28:00",3
"2014-06-06 15:26:00",3
"2014-06-06 15:11:00",3
"2014-05-30 18:00:00",3
"2014-05-30 17:59:00",3
"2014-05-27 13:50:00",3
"2014-05-16 10:43:00",3
"2014-05-16 08:58:00",3
"2014-05-15 06:48:00",3
"2014-05-15 06:39:00",3
"2014-05-15 06:37:00",3
"2014-05-15 06:29:00",3
"2014-05-15 06:27:00",3
"2014-05-15 06:23:00",3
"2014-05-15 06:16:00",3
"2014-05-15 06:14:00",3
"2014-05-15 06:13:00",3
"2014-05-15 06:06:00",3
"2014-05-15 06:05:00",3
"2014-05-15 06:04:00",3
"2014-05-15 06:02:00",3
"2014-05-15 05:58:00",3
"2014-05-02 18:41:00",3
"2014-05-02 18:40:00",3
"2014-05-02 18:37:00",3
"2014-05-01 18:53:00",3
"2014-05-01 18:49:00",3
"2014-05-01 18:45:00",3
"2014-05-01 18:44:00",3
"2014-05-01 18:35:00",3
"2014-04-23 07:58:00",3
"2014-04-09 16:12:00",3
"2014-04-08 18:08:00",3
"2014-04-08 18:00:00",3
"2014-02-20 18:12:00",3
"2014-02-20 18:10:00",3
"2014-02-11 09:49:00",3
"2014-01-16 16:16:00",3
"2014-01-10 11:17:00",3
"2013-12-20 18:26:00",3
"2013-12-06 18:31:00",3
"2013-12-06 18:28:00",3
"2013-12-06 18:20:00",3
"2013-12-04 14:47:00",3
"2013-11-06 09:37:00",3
"2013-11-05 14:18:00",3
"2013-11-05 09:58:00",3
"2013-10-15 11:41:00",3
"2013-09-19 08:23:00",3
"2013-09-17 16:22:00",3
"2013-07-18 17:03:00",3
"2013-07-18 09:43:00",3
"2013-07-17 17:46:00",3
"2013-07-17 16:54:00",3
"2013-07-17 16:51:00",3
"2013-07-09 06:45:00",3
"2013-07-01 12:58:00",3
"2013-06-13 10:25:00",3
"2013-06-13 10:21:00",3
"2013-06-13 09:00:00",3
"2013-05-31 11:11:00",3
"2013-05-13 16:17:00",3
"2013-05-03 07:33:00",3
"2013-04-08 18:42:00",3
"2013-03-26 13:36:00",3
"2013-03-19 11:54:00",3
"2013-03-15 18:17:00",3
"2013-03-14 12:26:00",3
"2013-02-28 11:24:00",3
"2013-01-16 08:33:00",3
"2013-01-15 17:18:00",3
"2013-01-15 17:11:00",3
"2013-01-15 17:08:00",3
"2013-01-15 17:01:00",3
"2013-01-15 17:00:00",3
"2013-01-15 16:58:00",3
"2013-01-15 16:57:00",3
"2013-01-15 16:56:00",3
"2013-01-15 16:55:00",3
"2013-01-15 12:27:00",3
"2013-01-15 12:26:00",3
"2012-11-21 08:54:00",3
"2012-10-03 16:10:00",3
"2012-09-04 16:36:00",3
"2012-08-07 14:38:00",3
"2012-07-12 15:26:00",3
"2012-07-12 15:02:00",3
"2012-07-11 12:20:00",3
"2012-06-25 17:45:00",3
"2012-06-12 17:09:00",3
"2012-05-31 10:52:00",3
"2012-05-30 15:44:00",3
"2012-05-19 08:54:00",3
"2012-05-19 08:53:00",3
"2012-05-17 14:03:00",3
"2012-04-25 16:05:00",3
"2012-02-28 11:07:00",3
"2012-02-07 08:00:00",3
"2012-02-02 13:01:00",3
"2012-02-01 06:13:00",3
"2012-01-23 18:26:00",3
"2011-12-01 16:03:00",3
"2011-11-28 15:15:00",3
"2011-11-09 15:55:00",3
"2011-10-27 16:44:00",3
"2011-10-27 14:57:00",3
"2011-10-27 14:50:00",3
"2011-10-25 10:08:00",3
"2011-10-17 10:30:00",3
"2011-10-11 14:30:00",3
"2011-09-22 08:36:00",3
"2011-09-14 18:12:00",3
"2011-09-14 18:11:00",3
"2011-09-14 18:03:00",3
"2011-09-12 12:18:00",3
"2011-09-09 11:50:00",3
"2011-08-26 14:54:00",3
"2011-08-26 12:20:00",3
"2011-08-26 12:09:00",3
"2011-08-12 17:23:00",3
"2011-08-05 15:07:00",3
"2011-08-03 19:02:00",3
"2011-08-02 16:12:00",3
"2011-08-01 12:40:00",3
"2011-07-25 11:50:00",3
"2011-07-13 10:10:00",3
"2011-07-03 13:41:00",3
"2011-06-16 14:19:00",3
"2011-04-22 16:30:00",3
"2011-04-22 16:29:00",3
"2011-04-19 09:58:00",3
"2011-04-14 13:32:00",3
"2011-04-05 10:26:00",3
"2011-03-25 18:27:00",3
"2011-03-18 08:27:00",3
"2011-03-16 11:14:00",3
"2011-03-08 10:54:00",3
"2011-02-24 17:22:00",3
"2011-02-22 18:25:00",3
"2011-02-17 09:32:00",3
"2011-02-08 17:09:00",3
"2011-02-01 09:06:00",3
"2011-01-31 12:35:00",3
"2011-01-31 10:46:00",3
"2011-01-28 18:04:00",3
"2011-01-25 11:20:00",3
"2011-01-19 16:49:00",3
"2011-01-18 14:13:00",3
"2010-12-21 10:48:00",3
"2010-12-16 19:20:00",3
"2010-12-10 18:23:00",3
"2010-12-10 11:08:00",3
"2010-12-07 08:32:00",3
"2010-12-06 12:48:00",3
"2010-11-23 07:07:00",3
"2010-11-16 18:48:00",3
"2010-11-15 18:10:00",3
"2010-11-11 15:26:00",3
"2010-11-04 13:40:00",3
"2010-11-02 16:43:00",3
"2010-10-25 12:07:00",3
"2010-10-22 10:50:00",3
"2010-10-20 18:01:00",3
"2010-10-19 16:57:00",3
"2010-10-15 16:22:00",3
"2010-10-14 11:26:00",3
"2010-10-06 13:33:00",3
"2010-10-04 13:17:00",3
"2010-09-24 10:52:00",3
"2010-08-31 16:10:00",3
"2010-08-31 16:09:00",3
"2010-08-11 15:14:00",3
"2010-07-28 13:58:00",3
"2010-07-26 14:04:00",3
"2010-07-23 13:14:00",3
"2010-07-22 11:46:00",3
"2010-06-30 16:20:00",3
"2010-06-25 11:29:00",3
"2010-06-17 11:21:00",3
"2010-05-28 17:18:00",3
"2010-05-12 15:39:00",3
"2010-05-06 11:49:00",3
"2010-05-05 16:20:00",3
"2010-04-23 16:00:00",3
"2010-04-23 14:41:00",3
"2010-04-02 11:27:00",3
"2010-04-02 11:26:00",3
"2010-03-07 00:00:00",3
"2010-02-19 09:55:00",3
"2010-02-16 12:27:00",3
"2010-02-15 16:08:00",3
"2010-01-27 15:15:00",3
"2010-01-26 17:31:00",3
"2010-01-26 16:58:00",3
"2010-01-25 00:00:00",3
"2010-01-18 08:54:00",3
"2010-01-11 12:08:00",3
"2010-01-06 15:49:00",3
"2009-12-31 00:00:00",3
"2009-12-15 12:27:00",3
"2009-12-13 16:23:00",3
"2009-12-11 12:59:00",3
"2009-12-08 09:51:00",3
"2009-12-07 12:44:00",3
"2009-12-02 08:46:00",3
"2009-11-16 17:16:00",3
"2009-11-12 09:04:00",3
"2009-11-09 10:10:00",3
"2009-10-29 11:19:00",3
"2009-10-22 12:00:00",3
"2009-10-14 14:51:00",3
"2009-10-14 11:47:00",3
"2009-10-14 10:31:00",3
"2009-10-08 10:16:00",3
"2009-10-07 18:49:00",3
"2009-09-29 18:10:00",3
"2009-09-29 16:09:00",3
"2009-09-28 19:33:00",3
"2009-09-28 17:51:00",3
"2009-09-04 18:53:00",3
"2009-09-02 18:37:00",3
"2016-09-30 14:51:00",2
"2016-09-30 09:01:00",2
"2016-09-23 17:36:00",2
"2016-09-23 13:41:00",2
"2016-09-15 10:29:00",2
"2016-09-02 15:32:00",2
"2016-08-09 07:35:00",2
"2016-08-04 08:43:00",2
"2016-08-04 08:41:00",2
"2016-07-29 13:10:00",2
"2016-07-28 16:49:00",2
"2016-07-21 11:45:00",2
"2016-07-21 11:44:00",2
"2016-07-21 11:43:00",2
"2016-07-18 08:40:00",2
"2016-07-14 05:58:00",2
"2016-07-07 09:45:00",2
"2016-07-01 10:23:00",2
"2016-06-08 10:05:00",2
"2016-05-25 06:20:00",2
"2016-05-20 11:45:00",2
"2016-05-16 19:17:00",2
"2016-05-11 16:16:00",2
"2016-05-09 14:28:00",2
"2016-05-09 14:27:00",2
"2016-05-09 14:26:00",2
"2016-05-05 09:22:00",2
"2016-04-21 17:26:00",2
"2016-04-14 10:47:00",2
"2016-04-12 18:32:00",2
"2016-04-08 07:57:00",2
"2016-03-24 10:02:00",2
"2016-03-24 10:00:00",2
"2016-03-16 09:38:00",2
"2016-02-19 15:31:00",2
"2016-02-16 19:42:00",2
"2016-02-11 18:40:00",2
"2016-01-28 18:22:00",2
"2016-01-10 16:57:00",2
"2016-01-07 08:40:00",2
"2015-12-29 14:54:00",2
"2015-12-15 12:45:00",2
"2015-12-08 14:24:00",2
"2015-12-07 07:41:00",2
"2015-12-07 07:34:00",2
"2015-12-07 07:23:00",2
"2015-12-02 18:36:00",2
"2015-12-02 15:45:00",2
"2015-12-01 12:05:00",2
"2015-11-17 09:50:00",2
"2015-11-17 09:49:00",2
"2015-11-06 10:35:00",2
"2015-10-15 17:41:00",2
"2015-10-14 12:48:00",2
"2015-10-01 15:21:00",2
"2015-09-16 14:11:00",2
"2015-09-09 19:35:00",2
"2015-09-09 19:31:00",2
"2015-09-09 19:30:00",2
"2015-09-09 19:29:00",2
"2015-09-09 19:28:00",2
"2015-09-09 19:27:00",2
"2015-09-09 19:26:00",2
"2015-09-09 19:23:00",2
"2015-09-09 19:19:00",2
"2015-09-09 19:13:00",2
"2015-09-09 10:26:00",2
"2015-08-31 11:37:00",2
"2015-08-06 17:09:00",2
"2015-07-13 13:42:00",2
"2015-07-13 13:40:00",2
"2015-07-10 12:57:00",2
"2015-07-02 15:28:00",2
"2015-07-02 13:24:00",2
"2015-07-01 15:18:00",2
"2015-07-01 11:49:00",2
"2015-06-23 09:02:00",2
"2015-06-19 14:46:00",2
"2015-06-15 18:10:00",2
"2015-06-04 11:48:00",2
"2015-05-28 13:00:00",2
"2015-05-27 09:26:00",2
"2015-05-24 11:20:00",2
"2015-05-21 13:43:00",2
"2015-05-21 13:27:00",2
"2015-05-21 13:25:00",2
"2015-05-21 13:23:00",2
"2015-05-21 13:22:00",2
"2015-05-21 13:20:00",2
"2015-05-18 16:06:00",2
"2015-05-12 16:23:00",2
"2015-05-11 10:27:00",2
"2015-05-11 09:54:00",2
"2015-05-01 10:09:00",2
"2015-04-27 18:43:00",2
"2015-04-27 13:05:00",2
"2015-04-16 14:46:00",2
"2015-04-15 12:46:00",2
"2015-03-25 11:30:00",2
"2015-03-20 14:04:00",2
"2015-03-06 13:12:00",2
"2015-03-04 15:18:00",2
"2015-02-19 16:20:00",2
"2015-02-19 13:24:00",2
"2015-02-19 13:21:00",2
"2015-02-19 13:04:00",2
"2015-02-19 13:01:00",2
"2015-02-10 11:52:00",2
"2015-02-09 17:29:00",2
"2015-02-03 16:12:00",2
"2015-01-29 13:35:00",2
"2015-01-29 10:10:00",2
"2015-01-13 08:23:00",2
"2014-12-30 11:37:00",2
"2014-12-18 18:50:00",2
"2014-12-17 17:11:00",2
"2014-12-17 17:09:00",2
"2014-12-16 12:03:00",2
"2014-12-16 11:25:00",2
"2014-12-11 15:59:00",2
"2014-12-11 13:50:00",2
"2014-12-10 10:53:00",2
"2014-12-09 07:16:00",2
"2014-12-08 12:01:00",2
"2014-12-08 09:55:00",2
"2014-12-08 09:11:00",2
"2014-12-08 09:03:00",2
"2014-11-11 11:16:00",2
"2014-10-29 14:03:00",2
"2014-10-27 15:13:00",2
"2014-10-21 15:28:00",2
"2014-10-20 18:51:00",2
"2014-10-03 12:18:00",2
"2014-09-23 16:32:00",2
"2014-09-19 12:10:00",2
"2014-09-12 11:40:00",2
"2014-09-12 07:38:00",2
"2014-09-12 07:37:00",2
"2014-09-04 14:40:00",2
"2014-09-04 06:09:00",2
"2014-09-03 16:04:00",2
"2014-08-22 14:14:00",2
"2014-08-06 12:19:00",2
"2014-07-30 13:09:00",2
"2014-07-29 15:53:00",2
"2014-07-24 13:39:00",2
"2014-07-22 15:46:00",2
"2014-07-16 12:02:00",2
"2014-07-15 09:40:00",2
"2014-07-01 12:33:00",2
"2014-07-01 12:31:00",2
"2014-06-30 13:44:00",2
"2014-06-25 15:20:00",2
"2014-06-25 14:19:00",2
"2014-06-06 15:29:00",2
"2014-06-06 15:24:00",2
"2014-06-06 15:22:00",2
"2014-06-06 15:21:00",2
"2014-06-06 15:20:00",2
"2014-06-06 15:15:00",2
"2014-06-06 15:14:00",2
"2014-06-06 15:12:00",2
"2014-06-06 15:08:00",2
"2014-06-06 15:06:00",2
"2014-06-06 15:03:00",2
"2014-05-30 18:03:00",2
"2014-05-30 14:56:00",2
"2014-05-30 11:00:00",2
"2014-05-20 10:06:00",2
"2014-05-19 10:03:00",2
"2014-05-15 16:36:00",2
"2014-05-15 06:46:00",2
"2014-05-15 06:43:00",2
"2014-05-15 06:40:00",2
"2014-05-15 06:36:00",2
"2014-05-15 06:35:00",2
"2014-05-15 06:34:00",2
"2014-05-15 06:33:00",2
"2014-05-15 06:31:00",2
"2014-05-15 06:30:00",2
"2014-05-15 06:28:00",2
"2014-05-15 06:26:00",2
"2014-05-15 06:21:00",2
"2014-05-15 06:20:00",2
"2014-05-15 06:19:00",2
"2014-05-15 06:11:00",2
"2014-05-15 06:10:00",2
"2014-05-15 06:01:00",2
"2014-05-15 05:59:00",2
"2014-05-15 05:57:00",2
"2014-05-09 13:07:00",2
"2014-05-01 18:51:00",2
"2014-05-01 18:47:00",2
"2014-05-01 18:42:00",2
"2014-05-01 18:37:00",2
"2014-05-01 18:33:00",2
"2014-05-01 10:24:00",2
"2014-04-23 07:57:00",2
"2014-04-18 09:04:00",2
"2014-04-16 13:26:00",2
"2014-04-12 10:53:00",2
"2014-04-08 18:11:00",2
"2014-04-08 18:10:00",2
"2014-04-02 10:59:00",2
"2014-03-20 07:51:00",2
"2014-03-19 13:12:00",2
"2014-03-16 16:01:00",2
"2014-03-13 09:07:00",2
"2014-03-12 15:30:00",2
"2014-02-28 09:08:00",2
"2014-02-20 18:11:00",2
"2014-02-11 09:51:00",2
"2014-02-05 17:55:00",2
"2014-02-05 17:17:00",2
"2014-02-05 17:15:00",2
"2014-01-30 08:07:00",2
"2014-01-23 18:21:00",2
"2014-01-16 16:17:00",2
"2014-01-16 16:14:00",2
"2014-01-14 10:19:00",2
"2014-01-10 09:35:00",2
"2014-01-09 11:07:00",2
"2013-12-28 12:44:00",2
"2013-12-18 10:25:00",2
"2013-12-17 12:14:00",2
"2013-12-13 10:07:00",2
"2013-12-06 18:32:00",2
"2013-12-05 07:42:00",2
"2013-12-04 18:07:00",2
"2013-12-02 16:10:00",2
"2013-11-18 14:07:00",2
"2013-11-14 14:35:00",2
"2013-10-28 12:25:00",2
"2013-10-15 11:49:00",2
"2013-10-15 11:48:00",2
"2013-10-15 11:45:00",2
"2013-10-15 11:44:00",2
"2013-10-01 11:31:00",2
"2013-10-01 10:47:00",2
"2013-09-17 16:21:00",2
"2013-09-16 10:55:00",2
"2013-09-07 13:55:00",2
"2013-08-27 12:36:00",2
"2013-08-27 11:08:00",2
"2013-08-26 14:06:00",2
"2013-08-16 13:51:00",2
"2013-08-15 08:00:00",2
"2013-08-01 11:06:00",2
"2013-07-31 11:14:00",2
"2013-07-27 16:01:00",2
"2013-07-27 16:00:00",2
"2013-07-25 09:19:00",2
"2013-07-18 17:04:00",2
"2013-07-18 11:30:00",2
"2013-07-18 11:09:00",2
"2013-07-17 16:53:00",2
"2013-07-17 16:50:00",2
"2013-07-17 11:26:00",2
"2013-07-11 13:32:00",2
"2013-07-03 15:51:00",2
"2013-06-13 08:51:00",2
"2013-06-04 10:27:00",2
"2013-05-31 11:12:00",2
"2013-05-31 10:48:00",2
"2013-05-30 11:18:00",2
"2013-05-06 13:15:00",2
"2013-04-25 16:25:00",2
"2013-04-25 10:11:00",2
"2013-04-15 16:34:00",2
"2013-04-15 16:33:00",2
"2013-04-12 18:25:00",2
"2013-04-11 17:54:00",2
"2013-04-11 17:51:00",2
"2013-04-02 11:45:00",2
"2013-03-15 15:03:00",2
"2013-03-07 12:47:00",2
"2013-03-05 13:16:00",2
"2013-03-04 14:18:00",2
"2013-02-20 05:49:00",2
"2013-02-15 16:34:00",2
"2013-01-28 13:29:00",2
"2013-01-16 08:34:00",2
"2013-01-15 17:19:00",2
"2013-01-15 17:12:00",2
"2013-01-15 17:06:00",2
"2013-01-15 17:05:00",2
"2013-01-07 15:05:00",2
"2012-12-23 15:18:00",2
"2012-12-19 11:14:00",2
"2012-12-18 17:52:00",2
"2012-12-17 17:37:00",2
"2012-12-17 16:22:00",2
"2012-12-11 11:42:00",2
"2012-12-05 09:55:00",2
"2012-12-05 09:54:00",2
"2012-12-04 12:11:00",2
"2012-12-02 13:35:00",2
"2012-11-29 19:59:00",2
"2012-11-29 19:58:00",2
"2012-11-29 19:56:00",2
"2012-11-28 15:45:00",2
"2012-11-27 19:24:00",2
"2012-11-26 12:45:00",2
"2012-11-20 17:30:00",2
"2012-11-17 14:57:00",2
"2012-11-09 09:19:00",2
"2012-11-06 16:13:00",2
"2012-10-15 10:49:00",2
"2012-10-14 13:14:00",2
"2012-10-09 09:30:00",2
"2012-10-05 15:57:00",2
"2012-09-26 17:57:00",2
"2012-09-21 16:03:00",2
"2012-09-20 16:53:00",2
"2012-09-10 13:02:00",2
"2012-09-08 17:48:00",2
"2012-09-07 11:30:00",2
"2012-08-27 12:33:00",2
"2012-08-14 17:28:00",2
"2012-08-13 13:41:00",2
"2012-08-10 16:07:00",2
"2012-08-06 17:05:00",2
"2012-08-03 16:03:00",2
"2012-08-03 16:02:00",2
"2012-08-01 18:40:00",2
"2012-08-01 13:47:00",2
"2012-07-31 16:39:00",2
"2012-07-19 15:08:00",2
"2012-07-16 10:43:00",2
"2012-07-13 17:12:00",2
"2012-07-12 11:29:00",2
"2012-07-03 18:48:00",2
"2012-06-29 18:37:00",2
"2012-06-28 19:38:00",2
"2012-06-26 13:26:00",2
"2012-06-25 17:48:00",2
"2012-06-25 09:41:00",2
"2012-06-20 11:16:00",2
"2012-06-14 14:33:00",2
"2012-06-09 11:25:00",2
"2012-06-07 10:37:00",2
"2012-05-30 15:43:00",2
"2012-05-29 12:34:00",2
"2012-05-19 08:52:00",2
"2012-05-17 14:04:00",2
"2012-05-08 16:42:00",2
"2012-05-08 09:34:00",2
"2012-05-03 10:57:00",2
"2012-05-02 11:05:00",2
"2012-04-25 12:17:00",2
"2012-04-23 17:15:00",2
"2012-04-20 17:26:00",2
"2012-04-19 16:59:00",2
"2012-03-06 19:06:00",2
"2012-03-01 10:46:00",2
"2012-02-28 12:22:00",2
"2012-02-23 07:13:00",2
"2012-02-02 11:00:00",2
"2012-01-18 09:29:00",2
"2012-01-17 14:45:00",2
"2011-12-21 13:23:00",2
"2011-12-19 18:24:00",2
"2011-12-09 08:21:00",2
"2011-12-07 10:56:00",2
"2011-12-03 10:09:00",2
"2011-12-02 16:49:00",2
"2011-12-02 16:48:00",2
"2011-12-02 16:40:00",2
"2011-12-02 16:38:00",2
"2011-11-30 17:08:00",2
"2011-11-30 16:50:00",2
"2011-11-30 16:47:00",2
"2011-11-29 13:29:00",2
"2011-11-15 14:11:00",2
"2011-11-14 12:02:00",2
"2011-11-09 15:59:00",2
"2011-11-08 15:21:00",2
"2011-10-27 16:38:00",2
"2011-10-27 16:32:00",2
"2011-10-27 16:31:00",2
"2011-10-25 09:23:00",2
"2011-10-24 13:41:00",2
"2011-10-20 09:47:00",2
"2011-10-20 09:32:00",2
"2011-10-12 12:19:00",2
"2011-09-28 12:33:00",2
"2011-09-27 12:21:00",2
"2011-09-14 18:13:00",2
"2011-09-14 18:09:00",2
"2011-09-14 18:07:00",2
"2011-09-14 18:06:00",2
"2011-09-14 18:05:00",2
"2011-08-29 10:19:00",2
"2011-08-26 15:25:00",2
"2011-08-26 12:08:00",2
"2011-08-24 15:03:00",2
"2011-08-23 16:19:00",2
"2011-07-28 14:46:00",2
"2011-07-26 08:27:00",2
"2011-07-22 14:53:00",2
"2011-07-22 14:33:00",2
"2011-07-18 10:24:00",2
"2011-07-12 16:22:00",2
"2011-07-03 13:42:00",2
"2011-06-17 14:32:00",2
"2011-06-16 09:18:00",2
"2011-06-15 11:50:00",2
"2011-06-10 10:21:00",2
"2011-06-07 13:58:00",2
"2011-06-06 13:40:00",2
"2011-06-01 19:58:00",2
"2011-05-20 17:06:00",2
"2011-05-19 17:33:00",2
"2011-05-13 07:49:00",2
"2011-05-08 16:01:00",2
"2011-04-26 09:04:00",2
"2011-04-26 09:03:00",2
"2011-04-18 11:31:00",2
"2011-04-13 13:45:00",2
"2011-04-13 10:49:00",2
"2011-04-05 15:00:00",2
"2011-04-04 17:33:00",2
"2011-03-16 18:20:00",2
"2011-03-09 09:27:00",2
"2011-03-08 10:57:00",2
"2011-03-04 17:40:00",2
"2011-02-22 18:19:00",2
"2011-02-07 08:52:00",2
"2011-02-06 14:51:00",2
"2011-02-01 18:01:00",2
"2011-01-31 13:15:00",2
"2011-01-28 12:55:00",2
"2011-01-26 07:10:00",2
"2011-01-25 11:21:00",2
"2011-01-24 16:33:00",2
"2011-01-24 08:54:00",2
"2011-01-23 10:30:00",2
"2011-01-20 14:07:00",2
"2011-01-19 18:25:00",2
"2011-01-18 14:15:00",2
"2011-01-18 14:14:00",2
"2011-01-06 16:33:00",2
"2011-01-05 16:53:00",2
"2010-12-20 15:53:00",2
"2010-12-15 10:32:00",2
"2010-12-14 14:16:00",2
"2010-12-14 11:55:00",2
"2010-12-13 18:08:00",2
"2010-12-13 13:20:00",2
"2010-12-10 20:13:00",2
"2010-12-10 18:20:00",2
"2010-12-07 18:10:00",2
"2010-12-07 13:47:00",2
"2010-12-05 16:40:00",2
"2010-12-03 08:04:00",2
"2010-12-02 14:40:00",2
"2010-12-01 17:03:00",2
"2010-11-30 16:55:00",2
"2010-11-26 16:15:00",2
"2010-11-26 16:13:00",2
"2010-11-23 06:17:00",2
"2010-11-19 16:15:00",2
"2010-11-18 11:21:00",2
"2010-11-18 08:23:00",2
"2010-11-17 16:48:00",2
"2010-11-17 13:59:00",2
"2010-11-16 18:41:00",2
"2010-11-16 18:29:00",2
"2010-11-16 16:55:00",2
"2010-11-15 18:09:00",2
"2010-11-12 09:54:00",2
"2010-11-11 14:43:00",2
"2010-11-09 13:21:00",2
"2010-11-09 13:13:00",2
"2010-11-09 12:48:00",2
"2010-11-08 14:06:00",2
"2010-11-04 16:30:00",2
"2010-11-04 13:37:00",2
"2010-11-03 12:43:00",2
"2010-11-02 16:42:00",2
"2010-10-26 10:41:00",2
"2010-10-18 15:44:00",2
"2010-10-15 19:08:00",2
"2010-10-15 09:16:00",2
"2010-10-13 14:57:00",2
"2010-10-13 13:06:00",2
"2010-10-07 07:10:00",2
"2010-10-06 12:39:00",2
"2010-10-04 11:29:00",2
"2010-09-27 13:20:00",2
"2010-09-22 15:27:00",2
"2010-09-16 13:27:00",2
"2010-09-15 12:45:00",2
"2010-09-13 11:28:00",2
"2010-09-10 17:23:00",2
"2010-09-09 13:59:00",2
"2010-09-09 10:19:00",2
"2010-09-03 08:20:00",2
"2010-08-31 16:11:00",2
"2010-08-31 10:01:00",2
"2010-08-27 16:38:00",2
"2010-08-25 18:48:00",2
"2010-08-24 12:45:00",2
"2010-08-20 15:47:00",2
"2010-08-12 17:18:00",2
"2010-08-12 11:32:00",2
"2010-08-10 18:44:00",2
"2010-08-10 14:57:00",2
"2010-08-06 15:36:00",2
"2010-08-04 08:21:00",2
"2010-07-30 13:04:00",2
"2010-07-29 17:37:00",2
"2010-07-27 16:01:00",2
"2010-07-19 18:27:00",2
"2010-07-19 15:54:00",2
"2010-07-19 09:28:00",2
"2010-07-16 11:06:00",2
"2010-07-15 19:02:00",2
"2010-07-15 10:31:00",2
"2010-07-15 06:15:00",2
"2010-07-14 09:32:00",2
"2010-07-13 18:17:00",2
"2010-07-07 13:03:00",2
"2010-07-07 10:10:00",2
"2010-07-01 17:37:00",2
"2010-06-28 18:20:00",2
"2010-06-21 09:48:00",2
"2010-06-19 14:36:00",2
"2010-06-16 10:38:00",2
"2010-06-02 09:58:00",2
"2010-05-29 11:19:00",2
"2010-05-25 09:23:00",2
"2010-05-24 11:56:00",2
"2010-05-21 14:09:00",2
"2010-05-20 09:33:00",2
"2010-05-19 17:57:00",2
"2010-05-18 20:04:00",2
"2010-05-13 06:45:00",2
"2010-05-07 17:21:00",2
"2010-05-07 16:18:00",2
"2010-04-30 15:51:00",2
"2010-04-30 11:57:00",2
"2010-04-23 15:44:00",2
"2010-04-19 11:13:00",2
"2010-04-16 14:42:00",2
"2010-04-15 14:05:00",2
"2010-04-09 13:31:00",2
"2010-04-02 11:28:00",2
"2010-03-28 00:00:00",2
"2010-03-01 00:00:00",2
"2010-02-28 00:00:00",2
"2010-02-26 13:17:00",2
"2010-02-26 10:23:00",2
"2010-02-24 12:25:00",2
"2010-01-26 00:00:00",2
"2010-01-20 09:20:00",2
"2010-01-14 17:56:00",2
"2010-01-08 15:38:00",2
"2009-12-18 18:11:00",2
"2009-12-18 10:52:00",2
"2009-12-18 10:51:00",2
"2009-12-17 15:25:00",2
"2009-12-15 12:26:00",2
"2009-12-15 08:29:00",2
"2009-12-14 16:39:00",2
"2009-12-12 15:30:00",2
