Event,n
U67425,2
U67426,4
U67427,1
U67428,1
U67429,1
U67430,1
U67431,1
U67432,1
U67433,2
U67434,3
U67435,4
U67436,7
U67437,3
U67438,4
U67439,4
U67440,5
U67441,3
U67442,2
U67443,4
U67444,4
U67445,3
U67446,2
U67447,1
U67448,2
U67449,4
U67450,2
U67451,1
U67452,5
U67453,1
U67454,2
U67455,13
U67456,2
U67457,4
U67458,4
U67459,1
U67460,4
U67461,2
U67462,6
U67463,3
U67464,3
U67465,4
U67466,4
U67467,2
U67468,4
U67469,4
U67470,2
U67471,2
U67472,5
U67473,6
U67474,4
U67475,3
U67476,9
U67477,4
U67478,2
U67479,3
U67480,2
U67481,4
U67482,4
U67483,1
U67484,14
U67485,1
U67486,1
U67487,2
U67488,3
U67489,2
U67490,5
U67491,5
U67492,2
U67493,3
U67494,27
U67495,2
U67496,5
U67497,4
U67498,1
U67499,2
U67500,2
U67501,4
U67502,1
U67503,2
U67505,2
U67506,5
U67507,2
U67508,5
U67509,2
U67510,2
U67511,1
U67512,1
U67513,3
U67514,4
U67515,2
U67516,4
U67517,4
U67518,2
U67519,2
U67520,3
U67521,1
U67522,2
U67523,3
U67524,1
U67525,2
U67527,2
U67528,2
U67529,2
U67530,2
U67531,1
U67532,4
U67533,3
U67534,2
U67535,1
U67536,3
U67537,6
U67538,3
U67539,1
U67540,4
U67541,5
U67542,6
U67543,5
U67544,6
U67545,2
U67546,4
U67547,1
U67548,5
U67549,5
U67550,2
U67551,5
U67552,2
U67553,3
U67554,1
U67555,1
U67556,5
U67557,3
U67558,1
U67559,5
U67560,1
U67561,2
U67562,1
U67563,6
U67564,4
U67565,4
U67566,3
U67567,4
U67568,3
U67569,4
U67570,4
U67571,3
U67573,7
U67575,2
U67576,2
U67577,2
U67578,1
U67579,4
U67580,3
U67581,4
U67582,4
U67583,2
U67584,2
U67585,3
U67586,9
U67587,2
U67588,1
U67589,1
U67590,1
U67591,9
U67592,8
U67593,2
U67594,3
U67595,1
U67596,5
U67597,4
U67598,4
U67599,2
U67600,2
U67601,1
U67602,5
U67603,6
U67604,1
U67605,3
U67606,1
U67607,2
U67608,2
U67609,3
U67610,5
U67611,4
U67612,1
U67613,3
U67615,2
U67616,3
U67617,1
U67618,1
U67619,1
U67620,1
U67621,5
U67622,1
U67623,1
U67624,2
U67625,5
U67626,6
U67627,4
U67628,6
U67629,18
U67630,1
U67631,6
U67632,5
U67633,1
U67634,5
U67635,6
U67636,1
U67637,1
U67638,1
U67639,3
U67640,3
U67641,1
U67642,8
U67643,2
U67644,5
U67645,6
U67646,2
U67647,2
U67648,1
U67649,6
U67651,5
U67652,1
U67653,1
U67654,1
U67655,1
U67656,3
U67657,3
U67658,2
U67659,4
U67660,1
U67661,5
U67662,2
U67663,5
U67664,4
U67666,1
U67667,1
U67668,5
U67669,1
U67670,1
U67671,5
U67672,1
U67673,5
U67674,1
U67675,1
U67676,3
U67677,1
U67678,6
U67679,1
U67680,1
U67681,2
U67682,1
U67683,1
U67684,3
U67685,4
U67686,4
U67687,5
U67688,1
U67689,1
U67690,6
U67691,4
U67692,4
U67693,3
U67694,5
U67695,1
U67696,1
U67697,1
U67698,2
U67699,10
U67700,4
U67701,4
U67702,1
U67704,6
U67705,8
U67706,1
U67707,3
U67708,5
U67709,4
U67710,2
U67711,1
U67712,8
U67713,10
U67714,1
U67715,1
U67716,1
U67717,3
U67718,5
U67719,6
U67720,5
U67721,7
U67722,10
U67723,3
U67724,2
U67725,6
U67726,1
U67727,17
U67728,4
U67729,20
U67730,1
U67731,1
U67732,2
U67733,1
U67734,1
U67735,1
U67736,2
U67737,27
U67738,18
U67739,1
U67740,18
U67741,1
U67742,2
U67743,1
U67744,1
U67745,4
U67746,2
U67747,21
U67748,4
U67749,6
U67750,1
U67751,1
U67753,1
U67754,2
U67755,5
U67756,1
U67757,5
U67758,2
U67759,1
U67760,4
U67761,6
U67762,5
U67763,6
U67764,7
U67765,1
U67766,6
U67767,6
U67768,1
U67769,5
U67770,5
U67771,6
U67772,1
U67773,5
U67774,2
U67775,1
U67776,1
U67777,1
U67778,2
U67779,1
U67780,7
U67781,2
U67782,2
U67783,3
U67784,5
U67785,4
U67786,2
U67787,2
U67788,3
U67789,2
U67790,3
U67791,1
U67792,5
U67793,3
U67794,4
U67795,1
U67796,1
U67797,2
U67798,3
U67799,2
U67800,2
U67801,1
U67802,1
U67803,1
U67804,3
U67805,5
U67806,6
U67807,6
U67808,4
U67809,5
U67810,2
U67811,2
U67812,2
U67813,1
U67814,6
U67815,2
U67816,6
U67817,6
U67818,4
U67819,5
U67820,5
U67821,2
U67822,6
U67823,6
U67824,3
U67825,4
U67826,4
U67827,6
U67828,1
U67829,4
U67830,5
U67831,4
U67832,4
U67833,5
U67834,1
U67835,2
U67836,1
U67837,1
U67839,4
U67840,4
U67841,3
U67842,1
U67843,3
U67844,4
U67845,4
U67846,5
U67847,5
U67848,6
U67849,1
U67850,1
U67851,5
U67852,1
U67853,2
U67854,3
U67855,3
U67856,12
U67857,3
U67858,2
U67859,3
U67860,2
U67861,6
U67862,2
U67863,4
U67864,4
U67865,4
U67866,4
U67867,1
U67868,4
U67869,5
U67870,1
U67871,8
U67872,1
U67873,7
U67874,4
U67875,1
U67876,20
U67877,5
U67878,4
U67879,4
U67880,1
U67881,3
U67882,2
U67883,6
U67884,1
U67885,1
U67886,2
U67887,1
U67888,2
U67889,2
U67890,2
U67891,4
U67892,5
U67893,4
U67894,5
U67895,4
U67896,5
U67897,4
U67898,2
U67899,2
U67900,1
U67901,1
U67902,2
U67903,7
U67904,2
U67905,4
U67906,1
U67907,6
U67908,4
U67909,4
U67910,4
U67911,2
U67912,1
U67913,2
U67914,7
U67915,4
U67916,1
U67917,2
U67918,3
U67919,5
U67920,2
U67921,2
U67922,1
U67923,3
U67924,3
U67925,2
U67926,4
U67927,3
U67928,3
U67929,3
U67930,3
U67931,2
U67932,1
U67933,4
U67934,2
U67935,2
U67936,6
U67937,11
U67938,2
U67939,1
U67940,6
U67941,1
U67942,2
U67943,2
U67944,4
U67945,3
U67946,4
U67947,2
U67948,6
U67949,4
U67950,1
U67951,2
U67952,1
U67953,3
U67954,2
U67955,4
U67956,4
U67957,6
U67958,1
U67959,4
U67960,2
U67961,3
U67962,4
U67963,4
U67964,3
U67965,4
U67966,2
U67967,1
U67968,5
U67969,1
U67970,3
U67971,4
U67972,3
U67973,4
U67974,4
U67975,5
U67976,6
U67977,4
U67978,2
U67979,2
U67980,8
U67981,6
U67982,1
U67983,2
U67984,2
U67985,2
U67986,4
U67987,1
U67988,5
U67989,2
U67990,2
U67991,3
U67992,3
U67993,5
U67994,3
U67995,2
U67996,2
U67997,1
U67998,8
U67999,8
U68000,1
U68001,5
U68002,1
U68003,3
U68004,4
U68005,4
U68006,2
U68007,4
U68008,4
U68009,2
U68010,2
U68011,1
U68012,2
U68013,4
U68014,4
U68015,4
U68016,13
U68017,1
U68018,1
U68019,4
U68020,2
U68021,3
U68022,4
U68023,7
U68024,3
U68025,5
U68026,2
U68027,1
U68028,4
U68029,7
U68030,4
U68031,1
U68032,2
U68033,1
U68034,1
U68035,4
U68036,2
U68037,1
U68038,8
U68039,1
U68040,1
U68041,1
U68042,1
U68046,2
U68047,50
U68048,1
U68049,1
U68050,1
U68051,1
U68052,2
U68054,1
U68055,1
U68056,1
U68057,1
U68058,2
U68059,1
U68060,1
U68061,2
U68062,1
U68063,6
U68064,1
U68065,1
U68066,1
U68067,1
U68068,1
U68069,2
U68070,1
U68071,4
U68072,1
U68073,48
U68074,1
U68075,1
U68076,1
U68077,4
U68078,1
U68079,8
U68080,1
U68082,1
U68083,1
U68084,1
U68085,10
U68086,1
U68087,2
U68088,1
U68089,1
U68090,1
U68091,4
U68092,1
U68093,5
U68094,1
U68095,3
U68096,3
U68097,2
U68098,1
U68099,1
U68100,1
U68101,1
U68102,2
U68103,1
U68104,2
U68105,2
U68106,1
U68107,6
U68108,3
U68109,1
U68110,2
U68111,1
U68112,4
U68113,4
U68114,2
U68115,2
U68116,2
U68117,1
U68118,1
U68119,4
U68120,2
U68121,3
U68122,4
U68123,3
U68124,1
U68126,4
U68127,1
U68128,6
U68129,1
U68130,4
U68131,4
U68132,2
U68133,3
U68134,8
U68135,5
U68136,1
U68137,2
U68138,1
U68139,576
U68140,2
U68141,1
U68142,5
U68143,2
U68144,7
U68145,13
U68146,8
U68148,2
U68149,1
U68150,11
U68151,16
U68152,4
U68153,1
U68154,1
U68155,3
U68156,1
U68158,8
U68159,1
U68160,1
U68161,5
U68162,15
U68163,1
U68164,1
U68165,3
U68166,1
U68167,1
U68168,1
U68169,3
U68170,6
U68171,5
U68172,6
U68173,4
U68174,6
U68175,2
U68176,3
U68177,3
U68178,6
U68179,2
U68180,3
U68181,3
U68182,1
U68183,5
U68184,3
U68185,6
U68186,1
U68187,2
U68188,4
U68189,1
U68190,1
U68191,4
U68192,6
U68193,3
U68194,2
U68195,6
U68196,3
U68197,2
U68198,4
U68199,1
U68200,2
U68201,6
U68202,2
U68203,6
U68204,1
U68205,1
U68206,5
U68207,2
U68208,1
U68209,6
U68210,6
U68211,6
U68212,1
U68213,5
U68214,3
U68215,1
U68216,4
U68217,1
U68218,6
U68219,6
U68220,1
U68221,5
U68222,2
U68223,4
U68224,4
U68225,4
U68226,2
U68227,2
U68228,6
U68229,2
U68230,3
U68231,4
U68232,3
U68233,2
U68234,11
U68235,2
U68236,8
U68237,4
U68238,6
U68239,2
U68240,4
U68241,2
U68242,4
U68243,3
U68244,1
U68245,6
U68246,1
U68247,2
U68248,5
U68249,2
U68250,8
U68251,1
U68252,3
U68253,5
U68254,2
U68255,3
U68256,3
U68257,2
U68258,9
U68259,4
U68260,6
U68261,3
U68262,3
U68263,1
U68264,2
U68265,16
U68266,2
U68267,1
U68268,4
U68269,1
U68270,4
U68271,9
U68272,2
U68273,8
U68274,3
U68275,5
U68276,3
U68277,2
U68278,4
U68279,2
U68280,2
U68281,6
U68282,1
U68283,3
U68284,3
U68285,2
U68286,3
U68287,2
U68288,3
U68289,6
U68290,2
U68291,2
U68292,4
U68293,2
U68294,5
U68295,2
U68296,5
U68297,3
U68298,5
U68299,4
U68300,2
U68301,4
U68302,2
U68303,1
U68304,4
U68305,2
U68306,1
U68307,4
U68308,5
U68309,1
U68310,3
U68311,4
U68312,4
U68313,2
U68314,3
U68315,1
U68316,5
U68317,5
U68318,5
U68319,3
U68320,1
U68321,3
U68322,3
U68323,6
U68324,4
U68325,3
U68326,34
U68327,2
U68328,2
U68329,2
U68330,2
U68331,2
U68332,2
U68333,6
U68334,2
U68335,1
U68336,1
U68337,2
U68338,2
U68339,2
U68340,5
U68341,3
U68342,2
U68343,4
U68344,1
U68345,4
U68346,40
U68347,4
U68348,3
U68349,4
U68350,3
U68351,7
U68352,3
U68353,4
U68354,4
U68355,6
U68356,4
U68357,1
U68358,3
U68359,6
U68360,1
U68361,4
U68362,5
U68363,5
U68364,5
U68365,2
U68366,7
U68367,4
U68368,2
U68369,7
U68370,4
U68371,15
U68372,2
U68373,2
U68374,4
U68375,2
U68376,3
U68377,3
U68378,4
U68379,1
U68380,2
U68381,5
U68382,2
U68383,2
U68384,2
U68385,4
U68386,4
U68387,5
U68388,2
U68389,4
U68390,5
U68391,2
U68392,4
U68393,4
U68394,4
U68395,2
U68396,4
U68397,6
U68398,2
U68399,2
U68400,4
U68401,6
U68402,1
U68403,5
U68404,1
U68405,5
U68406,1
U68407,10
U68408,1
U68409,1
U68410,3
U68411,1
U68412,2
U68413,2
U68414,2
U68415,4
U68416,2
U68417,2
U68418,3
U68419,1
U68420,1
U68421,1
U68422,1
U68423,3
U68424,1
U68425,1
U68426,1
U68427,25
U68429,3
U68430,2
U68431,2
U68432,2
U68433,6
U68434,10
U68435,1
U68436,1
U68437,2
U68438,1
U68439,1
U68440,1
U68441,1
U68442,1
U68443,1
U68444,4
U68445,1
U68446,2
U68447,1
U68448,1
U68449,1
U68450,1
U68451,1
U68452,4
U68453,1
U68454,1
U68455,1
U68456,1
U68457,1
U68458,1
U68459,3
U68460,4
U68461,1
U68462,1
U68463,1
U68464,1
U68465,1
U68466,1
U68467,1
U68468,2
U68469,1
U68470,1
U68471,1
U68472,1
U68473,4
U68474,5
U68475,1
U68476,3
U68477,4
U68478,1
U68479,2
U68480,2
U68481,6
U68482,1
U68483,3
U68484,2
U68485,5
U68486,4
U68487,1
U68488,6
U68489,1
U68490,6
U68491,10
U68492,3
U68493,1
U68494,2
U68495,2
U68496,1
U68497,1
U68498,6
U68499,1
U68500,2
U68501,1
U68502,1
U68503,1
U68504,1
U68505,6
U68506,5
U68507,1
U68508,1
U68509,4
U68510,3
U68511,2
U68512,1
U68513,5
U68514,7
U68515,5
U68516,1
U68517,4
U68518,1
U68519,5
U68520,4
U68521,7
U68522,4
U68523,4
U68524,2
U68525,1
U68526,4
U68527,50
U68528,1
U68529,1
U68530,1
U68531,2
U68532,3
U68533,2
U68534,2
U68535,6
U68536,2
U68537,4
U68538,3
U68539,3
U68540,3
U68541,4
U68542,2
U68543,7
U68544,1
U68545,9
U68546,6
U68547,4
U68548,1
U68551,5
U68552,9
U68553,1
U68555,6
U68556,1
U68557,1
U68558,4
U68559,6
U68560,6
U68561,11
U68562,1
U68563,3
U68565,4
U68566,6
U68567,6
U68568,2
U68569,1
U68570,1
U68571,1
U68573,1
U68574,4
U68575,3
U68576,3
U68577,5
U68578,2
U68579,5
U68580,3
U68581,4
U68582,5
U68583,25
U68584,2
U68585,3
U68586,5
U68587,1
U68588,4
U68589,1
U68590,6
U68591,12
U68592,1
U68593,2
U68594,13
U68595,2
U68596,1
U68597,6
U68598,6
U68599,5
U68600,6
U68601,1
U68602,2
U68603,6
U68604,3
U68605,4
U68606,5
U68607,5
U68608,1
U68609,3
U68610,6
U68611,9
U68612,3
U68613,1
U68614,4
U68615,1
U68616,6
U68617,5
U68618,3
U68619,6
U68620,1
U68621,1
U68622,1
U68623,1
U68624,6
U68625,2
U68626,3
U68627,6
U68628,1
U68629,5
U68630,1
U68631,6
U68632,3
U68633,3
U68634,3
U68635,5
U68636,5
U68637,4
U68638,4
U68639,2
U68640,3
U68641,6
U68642,2
U68643,3
U68644,4
U68645,4
U68646,4
U68647,2
U68648,4
U68649,4
U68650,3
U68651,4
U68652,3
U68653,2
U68654,10
U68655,3
U68656,4
U68657,1
U68658,3
U68659,3
U68660,3
U68661,3
U68662,4
U68663,2
U68664,3
U68665,5
U68666,4
U68667,4
U68668,4
U68669,7
U68670,7
U68671,3
U68672,4
U68673,3
U68674,4
U68675,4
U68676,2
U68677,1
U68678,3
U68679,2
U68680,1
U68681,6
U68682,2
U68683,2
U68684,2
U68685,3
U68686,6
U68687,2
U68688,3
U68689,6
U68690,4
U68691,5
U68692,5
U68693,2
U68694,6
U68695,2
U68696,2
U68697,5
U68698,1
U68699,4
U68700,4
U68701,4
U68702,4
U68703,1
U68704,4
U68705,2
U68706,2
U68707,2
U68708,3
U68709,2
U68710,4
U68711,2
U68712,2
U68713,3
U68714,4
U68715,2
U68716,4
U68717,4
U68718,2
U68719,2
U68720,4
U68721,5
U68722,5
U68723,2
U68724,4
U68725,4
U68726,3
U68727,5
U68728,5
U68729,4
U68730,3
U68731,5
U68732,1
U68733,4
U68734,3
U68735,3
U68736,3
U68737,1
U68738,5
U68739,20
U68740,8
U68741,6
U68742,4
U68743,4
U68744,5
U68745,7
U68746,3
U68747,8
U68748,5
U68749,5
U68750,5
U68751,5
U68752,4
U68753,6
U68754,8
U68755,7
U68756,3
U68757,4
U68758,7
U68759,5
U68760,2
U68761,3
U68762,2
U68763,2
U68764,2
U68765,3
U68766,1
U68767,3
U68768,3
U68769,1
U68770,8
U68771,2
U68772,2
U68773,2
U68774,4
U68775,4
U68776,3
U68777,6
U68778,7
U68779,5
U68780,3
U68781,2
U68782,2
U68783,4
U68784,4
U68785,4
U68786,3
U68787,3
U68788,3
U68789,4
U68790,4
U68791,5
U68792,6
U68793,4
U68794,5
U68795,4
U68796,4
U68797,3
U68798,4
U68799,1
U68800,5
U68801,4
U68802,2
U68803,2
U68804,11
U68805,4
U68806,6
U68807,3
U68808,4
U68809,15
U68810,7
U68812,93
U68813,1
U68814,1
U68815,1
U68816,1
U68817,1
U68819,1
U68820,10
U68821,3
U68822,1
U68823,2
U68824,1
U68825,1
U68826,9
U68827,1
U68828,1
U68829,1
U68830,99
U68831,5
U68832,1
U68833,5
U68834,1
U68835,6
U68836,2
U68837,5
U68838,1
U68839,6
U68840,1
U68841,5
U68842,3
U68843,1
U68844,1
U68845,1
U68846,2
U68847,2
U68848,1
U68849,1
U68850,1
U68851,1
U68852,1
U68853,1
U68854,1
U68855,1
U68856,4
U68857,1
U68858,1
U68859,1
U68860,20
U68861,6
U68862,3
U68863,4
U68864,1
U68865,1
U68866,1
U68867,1
U68868,2
U68869,1
U68871,2
U68872,2
U68873,1
U68874,10
U68875,11
U68876,3
U68877,2
U68878,55
U68879,2
U68880,3
U68881,1
U68882,1
U68883,1
U68884,1
U68885,1
U68886,1
U68887,1
U68888,2
U68891,1
U68893,1
U68894,6
U68895,4
U68896,1
U68897,1
U68898,4
U68899,5
U68900,6
U68901,6
U68902,2
U68903,1
U68904,1
U68905,10
U68906,2
U68907,5
U68908,5
U68909,5
U68910,7
U68911,3
U68912,3
U68914,2
U68915,6
U68916,1
U68917,1
U68918,1
U68919,1
U68920,4
U68921,1
U68922,5
U68924,6
U68925,1
U68926,6
U68927,8
U68928,1
U68929,1
U68930,3
U68931,1
U68932,1
U68933,2
U68934,13
U68936,3
U68937,4
U68938,4
U68939,5
U68940,6
U68941,6
U68942,3
U68943,1
U68944,2
U68945,3
U68947,4
U68948,6
U68949,3
U68950,3
U68951,7
U68952,5
U68953,6
U68954,3
U68955,3
U68956,3
U68957,2
U68958,1
U68959,4
U68960,1
U68961,1
U68962,4
U68963,3
U68964,8
U68965,6
U68966,1
U68967,7
U68968,4
U68969,2
U68970,4
U68971,5
U68972,3
U68973,1
U68974,3
U68975,6
U68976,4
U68977,1
U68978,6
U68979,6
U68980,7
U68981,6
U68982,6
U68983,6
U68984,6
U68985,3
U68986,1
U68987,1
U68988,20
U68989,7
U68990,3
U68991,3
U68992,1
U68993,4
U68994,6
U68995,1
U68996,9
U68997,4
U68998,1
U68999,2
U69000,3
U69001,2
U69002,1
U69004,6
U69005,10
U69006,4
U69007,4
U69008,2
U69009,6
U69010,1
U69011,2
U69012,1
U69013,5
U69014,3
U69015,2
U69016,1
U69017,1
U69018,2
U69019,4
U69020,4
U69021,2
U69022,6
U69023,8
U69024,2
U69025,1
U69026,2
U69027,2
U69028,3
U69029,2
U69030,2
U69031,3
U69032,4
U69033,5
U69034,4
U69035,4
U69036,3
U69037,3
U69038,3
U69039,3
U69040,1
U69041,7
U69042,6
U69043,6
U69044,2
U69045,7
U69046,6
U69047,1
U69048,2
U69049,3
U69050,4
U69051,5
U69052,2
U69053,4
U69054,7
U69055,1
U69056,7
U69057,8
U69058,1
U69059,4
U69060,2
U69061,3
U69062,3
U69063,4
U69064,6
U69065,1
U69066,4
U69067,2
U69068,2
U69069,2
U69070,1
U69071,2
U69072,2
U69073,2
U69074,2
U69075,2
U69076,2
U69077,2
U69078,2
U69079,2
U69080,2
U69081,2
U69082,2
U69083,2
U69084,2
U69085,2
U69086,1
U69087,2
U69088,2
U69089,2
U69090,2
U69091,3
U69092,1
U69093,1
U69094,2
U69095,3
U69096,1
U69097,4
U69098,1
U69099,4
U69100,2
U69101,2
U69102,4
U69103,1
U69104,5
U69105,4
U69106,3
U69107,3
U69108,4
U69109,5
U69110,5
U69111,3
U69112,6
U69113,6
U69114,2
U69115,6
U69116,4
U69117,5
U69118,2
U69119,2
U69120,2
U69121,5
U69122,6
U69123,4
U69124,4
U69125,4
U69126,3
U69127,2
U69128,4
U69129,2
U69130,2
U69131,4
U69132,7
U69133,3
U69134,3
U69135,5
U69136,3
U69137,2
U69138,5
U69139,5
U69140,4
U69141,8
U69142,4
U69143,5
U69144,5
U69145,4
U69146,5
U69147,4
U69148,6
U69149,5
U69150,5
U69151,5
U69152,3
U69153,3
U69154,4
U69155,7
U69156,2
U69157,2
U69158,5
U69159,5
U69160,3
U69161,12
U69162,6
U69163,4
U69164,4
U69165,4
U69166,3
U69167,3
U69168,4
U69169,10
U69170,4
U69171,6
U69172,6
U69173,5
U69174,7
U69175,2
U69176,1
U69177,2
U69178,1
U69179,1
U69180,6
U69181,2
U69182,5
U69183,2
U69185,2
U69186,4
U69187,2
U69189,1
U69190,1
U69191,4
U69192,1
U69193,4
U69194,5
U69195,5
U69196,3
U69197,2
U69198,6
U69199,4
U69200,6
U69201,3
U69202,2
U69203,6
U69204,6
U69205,2
U69206,1
U69207,1
U69208,3
U69209,4
U69211,1
U69212,1
U69213,2
U69214,4
U69215,1
U69216,2
U69217,1
U69218,2
U69219,2
U69220,3
U69221,15
U69222,4
U69223,3
U69224,3
U69225,4
U69226,6
U69227,1
U69228,2
U69229,2
U69230,32
U69231,6
U69232,5
U69233,1
U69234,1
U69235,1
U69236,1
U69237,1
U69238,1
U69239,1
U69240,1
U69241,4
U69242,6
U69243,1
U69244,4
U69245,4
U69246,4
U69247,2
U69248,4
U69249,2
U69250,1
U69251,6
U69252,4
U69253,3
U69254,5
U69255,1
U69256,3
U69257,2
U69258,4
U69259,2
U69260,6
U69261,4
U69262,2
U69263,4
U69264,2
U69265,2
U69266,5
U69267,5
U69268,4
U69269,5
U69270,6
U69271,6
U69272,5
U69273,2
U69274,4
U69275,5
U69276,4
U69277,1
U69278,6
U69279,6
U69280,1
U69281,1
U69282,5
U69284,6
U69285,1
U69286,1
U69287,4
U69288,2
U69289,3
U69290,4
U69291,6
U69292,11
U69293,1
U69297,2
U69298,1
U69299,2
U69300,6
U69301,2
U69302,5
U69303,5
U69304,6
U69305,1
U69306,6
U69307,6
U69308,1
U69309,3
U69310,8
U69311,1
U69312,1
U69313,1
U69314,2
U69315,9
U69316,1
U69317,2
U69318,2
U69319,1
U69321,1
U69323,1
U69325,4
U69326,1
U69327,2
U69328,1
U69329,1
U69330,7
U69331,4
U69332,4
U69333,3
U69334,1
U69335,4
U69336,2
U69337,5
U69338,3
U69339,1
U69340,1
U69342,1
U69343,4
U69344,9
U69345,3
U69346,1
U69347,1
U69348,1
U69349,8
U69350,1
U69351,1
U69352,1
U69353,3
U69354,2
U69355,2
U69357,4
U69358,1
U69359,3
U69360,6
U69361,1
U69362,1
U69364,1
U69367,1
U69368,1
U69369,1
U69370,1
U69371,1
U69372,1
U69373,1
U69374,4
U69375,1
U69376,1
U69377,2
U69378,1
U69379,1
U69380,2
U69381,1
U69382,1
U69383,1
U69384,6
U69385,1
U69386,3
U69387,1
U69388,4
U69389,2
U69390,3
U69391,1
U69392,1
U69393,314
U69395,3
U69396,2
U69397,4
U69398,3
U69399,1
U69400,1
U69401,1
U69402,1
U69403,1
U69404,2
U69405,1
U69406,3
U69407,3
U69408,1
U69409,9
U69410,1
U69411,1
U69412,82
U69413,1
U69414,1
U69415,11
U69416,1
U69417,1
U69418,2
U69420,2
U69422,2
U69423,9
U69424,51
U69425,10
U69426,1
U69427,4
U69428,2
U69429,3
U69430,4
U69431,1
U69433,2
U69434,1
U69435,4
U69436,5
U69437,5
U69438,3
U69439,5
U69440,2
U69441,3
U69442,6
U69443,5
U69444,6
U69445,6
U69446,4
U69447,1
U69448,3
U69450,1
U69451,6
U69452,5
U69453,1
U69454,1
U69455,2
U69456,6
U69457,2
U69458,5
U69459,3
U69460,1
U69461,6
U69462,2
U69463,3
U69464,2
U69465,6
U69466,6
U69467,2
U69468,4
U69469,6
U69473,6
U69474,2
U69475,6
U69476,2
U69477,5
U69478,4
U69479,2
U69480,6
U69481,1
U69482,5
U69483,1
U69484,1
U69485,3
U69486,4
U69487,3
U69488,1
U69489,4
U69490,1
U69491,3
U69492,1
U69493,4
U69494,3
U69495,3
U69496,6
U69497,8
U69498,20
U69499,5
U69500,7
U69501,5
U69502,5
U69503,6
U69504,2
U69505,12
U69506,6
U69507,2
U69508,5
U69509,1
U69510,11
U69511,4
U69512,6
U69513,1
U69514,2
U69515,4
U69516,4
U69517,5
U69518,5
U69519,3
U69520,4
U69521,5
U69522,3
U69523,4
U69524,1
U69525,4
U69526,6
U69527,2
U69528,2
U69529,3
U69530,11
U69532,6
U69533,2
U69534,4
U69535,1
U69536,2
U69537,3
U69538,3
U69539,2
U69540,1
U69541,2
U69542,2
U69543,2
U69544,3
U69545,1
U69546,4
U69547,2
U69548,5
U69549,2
U69550,42
U69551,1
U69552,7
U69553,1
U69554,1
U69555,1
U69556,5
U69557,1
U69558,2
U69559,1
U69560,4
U69561,2
U69562,2
U69563,4
U69564,3
U69565,5
U69566,1
U69567,2
U69568,1
U69569,2
U69570,4
U69571,2
U69572,12
U69573,3
U69574,1
U69575,10
U69576,5
U69577,2
U69578,1
U69579,5
U69580,2
U69581,4
U69582,3
U69583,3
U69584,5
U69585,2
U69586,4
U69587,4
U69588,3
U69589,1
U69590,4
U69591,3
U69592,4
U69593,6
U69594,4
U69595,3
U69596,1
U69597,2
U69598,2
U69599,1
U69600,4
U69601,1
U69602,3
U69603,5
U69604,1
U69605,4
U69606,3
U69607,6
U69608,5
U69609,3
U69610,2
U69611,1
U69612,6
U69613,2
U69614,3
U69616,2
U69617,2
U69618,2
U69619,5
U69620,4
U69621,4
U69622,4
U69623,2
U69624,6
U69625,2
U69626,2
U69627,2
U69628,3
U69629,3
U69630,1
U69631,3
U69632,3
U69633,1
U69634,2
U69635,2
U69636,5
U69637,2
U69638,5
U69639,3
U69640,4
U69642,4
U69643,3
U69644,2
U69645,1
U69646,2
U69647,5
U69648,3
U69649,2
U69650,4
U69651,2
U69652,2
U69653,5
U69654,4
U69655,2
U69656,1
U69657,2
U69658,5
U69659,1
U69660,3
U69661,5
U69662,4
U69663,5
U69664,2
U69665,1
U69666,2
U69667,2
U69668,2
U69669,4
U69670,5
U69671,2
U69672,4
U69673,2
U69674,1
U69675,2
U69676,4
U69677,5
U69678,2
U69679,3
U69680,3
U69681,3
U69682,5
U69683,3
U69684,2
U69685,3
U69686,3
U69687,4
U69688,2
U69689,4
U69690,4
U69691,1
U69692,14
U69693,2
U69694,4
U69695,3
U69696,3
U69697,2
U69698,1
U69699,2
U69700,1
U69701,8
U69702,1
U69703,2
U69704,5
U69705,2
U69706,1
U69707,1
U69708,5
U69709,10
U69710,1
U69711,1
U69712,2
U69713,1
U69714,1
U69715,1
U69716,3
U69717,1
U69718,2
U69720,3
U69721,2
U69722,2
U69723,4
U69724,3
U69725,1
U69726,4
U69727,4
U69728,5
U69729,2
U69730,2
U69731,1
U69732,2
U69733,3
U69734,3
U69735,2
U69736,1
U69737,3
U69738,3
U69739,6
U69740,2
U69741,2
U69742,2
U69743,3
U69744,3
U69745,3
U69746,5
U69747,4
U69748,1
U69749,4
U69750,1
U69751,1
U69752,1
U69753,1
U69754,5
U69755,1
U69756,1
U69757,6
U69758,1
U69759,6
U69760,3
U69761,6
U69762,1
U69763,2
U69764,1
U69765,4
U69766,1
U69767,1
U69768,1
U69769,17
U69770,1
U69771,1
U69772,2
U69773,1
U69774,4
U69775,3
U69777,5
U69778,1
U69779,1
U69780,1
U69781,3
U69782,2
U69783,1
U69784,6
U69785,1
U69787,1
U69788,1
U69789,1
U69790,1
U69791,1
U69792,2
U69793,1
U69794,3
U69795,1
U69796,3
U69798,6
U69799,1
U69800,4
U69801,6
U69802,1
U69803,1
U69804,2
U69805,1
U69806,2
U69808,1
U69809,1
U69810,5
U69811,3
U69812,1
U69813,6
U69814,1
U69815,5
U69816,11
U69817,5
U69818,1
U69819,9
U69820,4
U69821,4
U69822,5
